image_id,image_path,false_positive,normalized_ground_truth,normalized_vlm_predictions
w1r3mnziyhvd1_jpeg.rf.870f4e05ef1ab64284545f1446f44923.jpg,data/raw/train/images/w1r3mnziyhvd1_jpeg.rf.870f4e05ef1ab64284545f1446f44923.jpg,lime juice,juice; ketchup; pickle,broth; milk; mayonnaise; lime juice; salad dressing; butter; yogurt
w1r3mnziyhvd1_jpeg.rf.870f4e05ef1ab64284545f1446f44923.jpg,data/raw/train/images/w1r3mnziyhvd1_jpeg.rf.870f4e05ef1ab64284545f1446f44923.jpg,mayonnaise,juice; ketchup; pickle,broth; milk; mayonnaise; lime juice; salad dressing; butter; yogurt
w1r3mnziyhvd1_jpeg.rf.870f4e05ef1ab64284545f1446f44923.jpg,data/raw/train/images/w1r3mnziyhvd1_jpeg.rf.870f4e05ef1ab64284545f1446f44923.jpg,milk,juice; ketchup; pickle,broth; milk; mayonnaise; lime juice; salad dressing; butter; yogurt
w1r3mnziyhvd1_jpeg.rf.870f4e05ef1ab64284545f1446f44923.jpg,data/raw/train/images/w1r3mnziyhvd1_jpeg.rf.870f4e05ef1ab64284545f1446f44923.jpg,salad dressing,juice; ketchup; pickle,broth; milk; mayonnaise; lime juice; salad dressing; butter; yogurt
w1r3mnziyhvd1_jpeg.rf.870f4e05ef1ab64284545f1446f44923.jpg,data/raw/train/images/w1r3mnziyhvd1_jpeg.rf.870f4e05ef1ab64284545f1446f44923.jpg,yogurt,juice; ketchup; pickle,broth; milk; mayonnaise; lime juice; salad dressing; butter; yogurt
20250621_000025_jpg.rf.c0de73d2921d41d8633ef7c961d9914b.jpg,data/raw/train/images/20250621_000025_jpg.rf.c0de73d2921d41d8633ef7c961d9914b.jpg,apple,avocado; bell pepper; carrot; hot sauce; lettuce; milk,mayonnaise; orange; cucumber; tomato; avocado; bell pepper; spinach; chicken; cheese; hot sauce; apple
20250621_000025_jpg.rf.c0de73d2921d41d8633ef7c961d9914b.jpg,data/raw/train/images/20250621_000025_jpg.rf.c0de73d2921d41d8633ef7c961d9914b.jpg,cheese,avocado; bell pepper; carrot; hot sauce; lettuce; milk,mayonnaise; orange; cucumber; tomato; avocado; bell pepper; spinach; chicken; cheese; hot sauce; apple
20250621_000025_jpg.rf.c0de73d2921d41d8633ef7c961d9914b.jpg,data/raw/train/images/20250621_000025_jpg.rf.c0de73d2921d41d8633ef7c961d9914b.jpg,chicken,avocado; bell pepper; carrot; hot sauce; lettuce; milk,mayonnaise; orange; cucumber; tomato; avocado; bell pepper; spinach; chicken; cheese; hot sauce; apple
20250621_000025_jpg.rf.c0de73d2921d41d8633ef7c961d9914b.jpg,data/raw/train/images/20250621_000025_jpg.rf.c0de73d2921d41d8633ef7c961d9914b.jpg,cucumber,avocado; bell pepper; carrot; hot sauce; lettuce; milk,mayonnaise; orange; cucumber; tomato; avocado; bell pepper; spinach; chicken; cheese; hot sauce; apple
20250621_000025_jpg.rf.c0de73d2921d41d8633ef7c961d9914b.jpg,data/raw/train/images/20250621_000025_jpg.rf.c0de73d2921d41d8633ef7c961d9914b.jpg,mayonnaise,avocado; bell pepper; carrot; hot sauce; lettuce; milk,mayonnaise; orange; cucumber; tomato; avocado; bell pepper; spinach; chicken; cheese; hot sauce; apple
20250621_000025_jpg.rf.c0de73d2921d41d8633ef7c961d9914b.jpg,data/raw/train/images/20250621_000025_jpg.rf.c0de73d2921d41d8633ef7c961d9914b.jpg,orange,avocado; bell pepper; carrot; hot sauce; lettuce; milk,mayonnaise; orange; cucumber; tomato; avocado; bell pepper; spinach; chicken; cheese; hot sauce; apple
20250621_000025_jpg.rf.c0de73d2921d41d8633ef7c961d9914b.jpg,data/raw/train/images/20250621_000025_jpg.rf.c0de73d2921d41d8633ef7c961d9914b.jpg,spinach,avocado; bell pepper; carrot; hot sauce; lettuce; milk,mayonnaise; orange; cucumber; tomato; avocado; bell pepper; spinach; chicken; cheese; hot sauce; apple
20250621_000025_jpg.rf.c0de73d2921d41d8633ef7c961d9914b.jpg,data/raw/train/images/20250621_000025_jpg.rf.c0de73d2921d41d8633ef7c961d9914b.jpg,tomato,avocado; bell pepper; carrot; hot sauce; lettuce; milk,mayonnaise; orange; cucumber; tomato; avocado; bell pepper; spinach; chicken; cheese; hot sauce; apple
5m86rb2i5b6e1_jpeg.rf.832a6e115ab8931dc1586042a1318406.jpg,data/raw/train/images/5m86rb2i5b6e1_jpeg.rf.832a6e115ab8931dc1586042a1318406.jpg,almond milk,butter; cheese; chocolate syrup; egg; hot sauce; mustard; pasta sauce; salad dressing; salsa,mayonnaise; egg; almond milk; ketchup; cheese; barbecue sauce; orange juice; soy sauce; mustard; garlic; lettuce; broccoli; meat
5m86rb2i5b6e1_jpeg.rf.832a6e115ab8931dc1586042a1318406.jpg,data/raw/train/images/5m86rb2i5b6e1_jpeg.rf.832a6e115ab8931dc1586042a1318406.jpg,barbecue sauce,butter; cheese; chocolate syrup; egg; hot sauce; mustard; pasta sauce; salad dressing; salsa,mayonnaise; egg; almond milk; ketchup; cheese; barbecue sauce; orange juice; soy sauce; mustard; garlic; lettuce; broccoli; meat
5m86rb2i5b6e1_jpeg.rf.832a6e115ab8931dc1586042a1318406.jpg,data/raw/train/images/5m86rb2i5b6e1_jpeg.rf.832a6e115ab8931dc1586042a1318406.jpg,broccoli,butter; cheese; chocolate syrup; egg; hot sauce; mustard; pasta sauce; salad dressing; salsa,mayonnaise; egg; almond milk; ketchup; cheese; barbecue sauce; orange juice; soy sauce; mustard; garlic; lettuce; broccoli; meat
5m86rb2i5b6e1_jpeg.rf.832a6e115ab8931dc1586042a1318406.jpg,data/raw/train/images/5m86rb2i5b6e1_jpeg.rf.832a6e115ab8931dc1586042a1318406.jpg,garlic,butter; cheese; chocolate syrup; egg; hot sauce; mustard; pasta sauce; salad dressing; salsa,mayonnaise; egg; almond milk; ketchup; cheese; barbecue sauce; orange juice; soy sauce; mustard; garlic; lettuce; broccoli; meat
5m86rb2i5b6e1_jpeg.rf.832a6e115ab8931dc1586042a1318406.jpg,data/raw/train/images/5m86rb2i5b6e1_jpeg.rf.832a6e115ab8931dc1586042a1318406.jpg,ketchup,butter; cheese; chocolate syrup; egg; hot sauce; mustard; pasta sauce; salad dressing; salsa,mayonnaise; egg; almond milk; ketchup; cheese; barbecue sauce; orange juice; soy sauce; mustard; garlic; lettuce; broccoli; meat
5m86rb2i5b6e1_jpeg.rf.832a6e115ab8931dc1586042a1318406.jpg,data/raw/train/images/5m86rb2i5b6e1_jpeg.rf.832a6e115ab8931dc1586042a1318406.jpg,lettuce,butter; cheese; chocolate syrup; egg; hot sauce; mustard; pasta sauce; salad dressing; salsa,mayonnaise; egg; almond milk; ketchup; cheese; barbecue sauce; orange juice; soy sauce; mustard; garlic; lettuce; broccoli; meat
5m86rb2i5b6e1_jpeg.rf.832a6e115ab8931dc1586042a1318406.jpg,data/raw/train/images/5m86rb2i5b6e1_jpeg.rf.832a6e115ab8931dc1586042a1318406.jpg,mayonnaise,butter; cheese; chocolate syrup; egg; hot sauce; mustard; pasta sauce; salad dressing; salsa,mayonnaise; egg; almond milk; ketchup; cheese; barbecue sauce; orange juice; soy sauce; mustard; garlic; lettuce; broccoli; meat
5m86rb2i5b6e1_jpeg.rf.832a6e115ab8931dc1586042a1318406.jpg,data/raw/train/images/5m86rb2i5b6e1_jpeg.rf.832a6e115ab8931dc1586042a1318406.jpg,meat,butter; cheese; chocolate syrup; egg; hot sauce; mustard; pasta sauce; salad dressing; salsa,mayonnaise; egg; almond milk; ketchup; cheese; barbecue sauce; orange juice; soy sauce; mustard; garlic; lettuce; broccoli; meat
5m86rb2i5b6e1_jpeg.rf.832a6e115ab8931dc1586042a1318406.jpg,data/raw/train/images/5m86rb2i5b6e1_jpeg.rf.832a6e115ab8931dc1586042a1318406.jpg,orange juice,butter; cheese; chocolate syrup; egg; hot sauce; mustard; pasta sauce; salad dressing; salsa,mayonnaise; egg; almond milk; ketchup; cheese; barbecue sauce; orange juice; soy sauce; mustard; garlic; lettuce; broccoli; meat
5m86rb2i5b6e1_jpeg.rf.832a6e115ab8931dc1586042a1318406.jpg,data/raw/train/images/5m86rb2i5b6e1_jpeg.rf.832a6e115ab8931dc1586042a1318406.jpg,soy sauce,butter; cheese; chocolate syrup; egg; hot sauce; mustard; pasta sauce; salad dressing; salsa,mayonnaise; egg; almond milk; ketchup; cheese; barbecue sauce; orange juice; soy sauce; mustard; garlic; lettuce; broccoli; meat
8d25lpb35lvd1_jpeg.rf.59982d82e26271b3e447e0d960a1b7fd.jpg,data/raw/train/images/8d25lpb35lvd1_jpeg.rf.59982d82e26271b3e447e0d960a1b7fd.jpg,hemp hearts,apple; cream cheese; egg; hot sauce; lemon; lettuce; mayonnaise; milk; orange; salsa; spinach,hemp hearts; lime; orange
8d25lpb35lvd1_jpeg.rf.59982d82e26271b3e447e0d960a1b7fd.jpg,data/raw/train/images/8d25lpb35lvd1_jpeg.rf.59982d82e26271b3e447e0d960a1b7fd.jpg,lime,apple; cream cheese; egg; hot sauce; lemon; lettuce; mayonnaise; milk; orange; salsa; spinach,hemp hearts; lime; orange
0lbxdi753y7f1_jpeg.rf.68180848402318fcecc913cd0d18effe.jpg,data/raw/train/images/0lbxdi753y7f1_jpeg.rf.68180848402318fcecc913cd0d18effe.jpg,cider,butter; juice; tomato,water; margarine; pie; cider
0lbxdi753y7f1_jpeg.rf.68180848402318fcecc913cd0d18effe.jpg,data/raw/train/images/0lbxdi753y7f1_jpeg.rf.68180848402318fcecc913cd0d18effe.jpg,margarine,butter; juice; tomato,water; margarine; pie; cider
0lbxdi753y7f1_jpeg.rf.68180848402318fcecc913cd0d18effe.jpg,data/raw/train/images/0lbxdi753y7f1_jpeg.rf.68180848402318fcecc913cd0d18effe.jpg,pie,butter; juice; tomato,water; margarine; pie; cider
0lbxdi753y7f1_jpeg.rf.68180848402318fcecc913cd0d18effe.jpg,data/raw/train/images/0lbxdi753y7f1_jpeg.rf.68180848402318fcecc913cd0d18effe.jpg,water,butter; juice; tomato,water; margarine; pie; cider
8tz46i3bdx3e1_jpeg.rf.9320b6d08b6d43df233af169c7f831b6.jpg,data/raw/train/images/8tz46i3bdx3e1_jpeg.rf.9320b6d08b6d43df233af169c7f831b6.jpg,bacon,butter; cheese; juice; mayonnaise; milk; mustard; whipped cream,milk; soy sauce; bread; lettuce; mushroom; mustard; mayonnaise; yogurt; butter; bacon; pizza; french fry; ice cream
8tz46i3bdx3e1_jpeg.rf.9320b6d08b6d43df233af169c7f831b6.jpg,data/raw/train/images/8tz46i3bdx3e1_jpeg.rf.9320b6d08b6d43df233af169c7f831b6.jpg,bread,butter; cheese; juice; mayonnaise; milk; mustard; whipped cream,milk; soy sauce; bread; lettuce; mushroom; mustard; mayonnaise; yogurt; butter; bacon; pizza; french fry; ice cream
8tz46i3bdx3e1_jpeg.rf.9320b6d08b6d43df233af169c7f831b6.jpg,data/raw/train/images/8tz46i3bdx3e1_jpeg.rf.9320b6d08b6d43df233af169c7f831b6.jpg,french fry,butter; cheese; juice; mayonnaise; milk; mustard; whipped cream,milk; soy sauce; bread; lettuce; mushroom; mustard; mayonnaise; yogurt; butter; bacon; pizza; french fry; ice cream
8tz46i3bdx3e1_jpeg.rf.9320b6d08b6d43df233af169c7f831b6.jpg,data/raw/train/images/8tz46i3bdx3e1_jpeg.rf.9320b6d08b6d43df233af169c7f831b6.jpg,ice cream,butter; cheese; juice; mayonnaise; milk; mustard; whipped cream,milk; soy sauce; bread; lettuce; mushroom; mustard; mayonnaise; yogurt; butter; bacon; pizza; french fry; ice cream
8tz46i3bdx3e1_jpeg.rf.9320b6d08b6d43df233af169c7f831b6.jpg,data/raw/train/images/8tz46i3bdx3e1_jpeg.rf.9320b6d08b6d43df233af169c7f831b6.jpg,lettuce,butter; cheese; juice; mayonnaise; milk; mustard; whipped cream,milk; soy sauce; bread; lettuce; mushroom; mustard; mayonnaise; yogurt; butter; bacon; pizza; french fry; ice cream
8tz46i3bdx3e1_jpeg.rf.9320b6d08b6d43df233af169c7f831b6.jpg,data/raw/train/images/8tz46i3bdx3e1_jpeg.rf.9320b6d08b6d43df233af169c7f831b6.jpg,mushroom,butter; cheese; juice; mayonnaise; milk; mustard; whipped cream,milk; soy sauce; bread; lettuce; mushroom; mustard; mayonnaise; yogurt; butter; bacon; pizza; french fry; ice cream
8tz46i3bdx3e1_jpeg.rf.9320b6d08b6d43df233af169c7f831b6.jpg,data/raw/train/images/8tz46i3bdx3e1_jpeg.rf.9320b6d08b6d43df233af169c7f831b6.jpg,pizza,butter; cheese; juice; mayonnaise; milk; mustard; whipped cream,milk; soy sauce; bread; lettuce; mushroom; mustard; mayonnaise; yogurt; butter; bacon; pizza; french fry; ice cream
8tz46i3bdx3e1_jpeg.rf.9320b6d08b6d43df233af169c7f831b6.jpg,data/raw/train/images/8tz46i3bdx3e1_jpeg.rf.9320b6d08b6d43df233af169c7f831b6.jpg,soy sauce,butter; cheese; juice; mayonnaise; milk; mustard; whipped cream,milk; soy sauce; bread; lettuce; mushroom; mustard; mayonnaise; yogurt; butter; bacon; pizza; french fry; ice cream
8tz46i3bdx3e1_jpeg.rf.9320b6d08b6d43df233af169c7f831b6.jpg,data/raw/train/images/8tz46i3bdx3e1_jpeg.rf.9320b6d08b6d43df233af169c7f831b6.jpg,yogurt,butter; cheese; juice; mayonnaise; milk; mustard; whipped cream,milk; soy sauce; bread; lettuce; mushroom; mustard; mayonnaise; yogurt; butter; bacon; pizza; french fry; ice cream
DSC_5914_JPG_jpg.rf.cbbcb8585aa18e86bc9da531b6f0cf78.jpg,data/raw/train/images/DSC_5914_JPG_jpg.rf.cbbcb8585aa18e86bc9da531b6f0cf78.jpg,apricot,apple; blueberry; cheese; milk; strawberry,apple; cheese; strawberry; apricot; blueberry; soy milk
DSC_5914_JPG_jpg.rf.cbbcb8585aa18e86bc9da531b6f0cf78.jpg,data/raw/train/images/DSC_5914_JPG_jpg.rf.cbbcb8585aa18e86bc9da531b6f0cf78.jpg,soy milk,apple; blueberry; cheese; milk; strawberry,apple; cheese; strawberry; apricot; blueberry; soy milk
mulypoxgms6f1_jpeg.rf.072b3c0fef4e72aabedce21eef139170.jpg,data/raw/train/images/mulypoxgms6f1_jpeg.rf.072b3c0fef4e72aabedce21eef139170.jpg,avocado,apple; bread; lettuce; mayonnaise; yogurt,apple; lettuce; lemon; avocado; yogurt; butter; bread; juice; milk; pea
mulypoxgms6f1_jpeg.rf.072b3c0fef4e72aabedce21eef139170.jpg,data/raw/train/images/mulypoxgms6f1_jpeg.rf.072b3c0fef4e72aabedce21eef139170.jpg,butter,apple; bread; lettuce; mayonnaise; yogurt,apple; lettuce; lemon; avocado; yogurt; butter; bread; juice; milk; pea
mulypoxgms6f1_jpeg.rf.072b3c0fef4e72aabedce21eef139170.jpg,data/raw/train/images/mulypoxgms6f1_jpeg.rf.072b3c0fef4e72aabedce21eef139170.jpg,juice,apple; bread; lettuce; mayonnaise; yogurt,apple; lettuce; lemon; avocado; yogurt; butter; bread; juice; milk; pea
mulypoxgms6f1_jpeg.rf.072b3c0fef4e72aabedce21eef139170.jpg,data/raw/train/images/mulypoxgms6f1_jpeg.rf.072b3c0fef4e72aabedce21eef139170.jpg,lemon,apple; bread; lettuce; mayonnaise; yogurt,apple; lettuce; lemon; avocado; yogurt; butter; bread; juice; milk; pea
mulypoxgms6f1_jpeg.rf.072b3c0fef4e72aabedce21eef139170.jpg,data/raw/train/images/mulypoxgms6f1_jpeg.rf.072b3c0fef4e72aabedce21eef139170.jpg,milk,apple; bread; lettuce; mayonnaise; yogurt,apple; lettuce; lemon; avocado; yogurt; butter; bread; juice; milk; pea
mulypoxgms6f1_jpeg.rf.072b3c0fef4e72aabedce21eef139170.jpg,data/raw/train/images/mulypoxgms6f1_jpeg.rf.072b3c0fef4e72aabedce21eef139170.jpg,pea,apple; bread; lettuce; mayonnaise; yogurt,apple; lettuce; lemon; avocado; yogurt; butter; bread; juice; milk; pea
nw4d3j5hi1ae1_jpeg.rf.e57cee24d977499ee5099ee0e59ece2d.jpg,data/raw/train/images/nw4d3j5hi1ae1_jpeg.rf.e57cee24d977499ee5099ee0e59ece2d.jpg,bacon,apple; barbecue sauce; blueberry; bread; egg; grape; hot sauce; ketchup; lemon; mayonnaise; salad dressing; salsa,milk; butter; egg; yogurt; grape; olive; mushroom; bacon; salad; mustard; mayonnaise
nw4d3j5hi1ae1_jpeg.rf.e57cee24d977499ee5099ee0e59ece2d.jpg,data/raw/train/images/nw4d3j5hi1ae1_jpeg.rf.e57cee24d977499ee5099ee0e59ece2d.jpg,butter,apple; barbecue sauce; blueberry; bread; egg; grape; hot sauce; ketchup; lemon; mayonnaise; salad dressing; salsa,milk; butter; egg; yogurt; grape; olive; mushroom; bacon; salad; mustard; mayonnaise
nw4d3j5hi1ae1_jpeg.rf.e57cee24d977499ee5099ee0e59ece2d.jpg,data/raw/train/images/nw4d3j5hi1ae1_jpeg.rf.e57cee24d977499ee5099ee0e59ece2d.jpg,milk,apple; barbecue sauce; blueberry; bread; egg; grape; hot sauce; ketchup; lemon; mayonnaise; salad dressing; salsa,milk; butter; egg; yogurt; grape; olive; mushroom; bacon; salad; mustard; mayonnaise
nw4d3j5hi1ae1_jpeg.rf.e57cee24d977499ee5099ee0e59ece2d.jpg,data/raw/train/images/nw4d3j5hi1ae1_jpeg.rf.e57cee24d977499ee5099ee0e59ece2d.jpg,mushroom,apple; barbecue sauce; blueberry; bread; egg; grape; hot sauce; ketchup; lemon; mayonnaise; salad dressing; salsa,milk; butter; egg; yogurt; grape; olive; mushroom; bacon; salad; mustard; mayonnaise
nw4d3j5hi1ae1_jpeg.rf.e57cee24d977499ee5099ee0e59ece2d.jpg,data/raw/train/images/nw4d3j5hi1ae1_jpeg.rf.e57cee24d977499ee5099ee0e59ece2d.jpg,mustard,apple; barbecue sauce; blueberry; bread; egg; grape; hot sauce; ketchup; lemon; mayonnaise; salad dressing; salsa,milk; butter; egg; yogurt; grape; olive; mushroom; bacon; salad; mustard; mayonnaise
nw4d3j5hi1ae1_jpeg.rf.e57cee24d977499ee5099ee0e59ece2d.jpg,data/raw/train/images/nw4d3j5hi1ae1_jpeg.rf.e57cee24d977499ee5099ee0e59ece2d.jpg,olive,apple; barbecue sauce; blueberry; bread; egg; grape; hot sauce; ketchup; lemon; mayonnaise; salad dressing; salsa,milk; butter; egg; yogurt; grape; olive; mushroom; bacon; salad; mustard; mayonnaise
nw4d3j5hi1ae1_jpeg.rf.e57cee24d977499ee5099ee0e59ece2d.jpg,data/raw/train/images/nw4d3j5hi1ae1_jpeg.rf.e57cee24d977499ee5099ee0e59ece2d.jpg,salad,apple; barbecue sauce; blueberry; bread; egg; grape; hot sauce; ketchup; lemon; mayonnaise; salad dressing; salsa,milk; butter; egg; yogurt; grape; olive; mushroom; bacon; salad; mustard; mayonnaise
nw4d3j5hi1ae1_jpeg.rf.e57cee24d977499ee5099ee0e59ece2d.jpg,data/raw/train/images/nw4d3j5hi1ae1_jpeg.rf.e57cee24d977499ee5099ee0e59ece2d.jpg,yogurt,apple; barbecue sauce; blueberry; bread; egg; grape; hot sauce; ketchup; lemon; mayonnaise; salad dressing; salsa,milk; butter; egg; yogurt; grape; olive; mushroom; bacon; salad; mustard; mayonnaise
12khbw4mcod51_jpg.rf.b7d3ae31a70fb581e134a5df8b48a439.jpg,data/raw/train/images/12khbw4mcod51_jpg.rf.b7d3ae31a70fb581e134a5df8b48a439.jpg,carrot,ketchup; milk,gnocchi; pasta; carrot; protein shake; ketchup; milk; salad
12khbw4mcod51_jpg.rf.b7d3ae31a70fb581e134a5df8b48a439.jpg,data/raw/train/images/12khbw4mcod51_jpg.rf.b7d3ae31a70fb581e134a5df8b48a439.jpg,gnocchi,ketchup; milk,gnocchi; pasta; carrot; protein shake; ketchup; milk; salad
12khbw4mcod51_jpg.rf.b7d3ae31a70fb581e134a5df8b48a439.jpg,data/raw/train/images/12khbw4mcod51_jpg.rf.b7d3ae31a70fb581e134a5df8b48a439.jpg,pasta,ketchup; milk,gnocchi; pasta; carrot; protein shake; ketchup; milk; salad
12khbw4mcod51_jpg.rf.b7d3ae31a70fb581e134a5df8b48a439.jpg,data/raw/train/images/12khbw4mcod51_jpg.rf.b7d3ae31a70fb581e134a5df8b48a439.jpg,protein shake,ketchup; milk,gnocchi; pasta; carrot; protein shake; ketchup; milk; salad
12khbw4mcod51_jpg.rf.b7d3ae31a70fb581e134a5df8b48a439.jpg,data/raw/train/images/12khbw4mcod51_jpg.rf.b7d3ae31a70fb581e134a5df8b48a439.jpg,salad,ketchup; milk,gnocchi; pasta; carrot; protein shake; ketchup; milk; salad
zqcd80k52a651_jpg.rf.136633a3d184af61e05b53679c3d6d8e.jpg,data/raw/train/images/zqcd80k52a651_jpg.rf.136633a3d184af61e05b53679c3d6d8e.jpg,broccoli,bell pepper; carrot; cream cheese; milk; orange; pasta sauce,corn flakes; lettuce; butter; orange; cheese; broccoli; milk
zqcd80k52a651_jpg.rf.136633a3d184af61e05b53679c3d6d8e.jpg,data/raw/train/images/zqcd80k52a651_jpg.rf.136633a3d184af61e05b53679c3d6d8e.jpg,butter,bell pepper; carrot; cream cheese; milk; orange; pasta sauce,corn flakes; lettuce; butter; orange; cheese; broccoli; milk
zqcd80k52a651_jpg.rf.136633a3d184af61e05b53679c3d6d8e.jpg,data/raw/train/images/zqcd80k52a651_jpg.rf.136633a3d184af61e05b53679c3d6d8e.jpg,cheese,bell pepper; carrot; cream cheese; milk; orange; pasta sauce,corn flakes; lettuce; butter; orange; cheese; broccoli; milk
zqcd80k52a651_jpg.rf.136633a3d184af61e05b53679c3d6d8e.jpg,data/raw/train/images/zqcd80k52a651_jpg.rf.136633a3d184af61e05b53679c3d6d8e.jpg,corn flakes,bell pepper; carrot; cream cheese; milk; orange; pasta sauce,corn flakes; lettuce; butter; orange; cheese; broccoli; milk
zqcd80k52a651_jpg.rf.136633a3d184af61e05b53679c3d6d8e.jpg,data/raw/train/images/zqcd80k52a651_jpg.rf.136633a3d184af61e05b53679c3d6d8e.jpg,lettuce,bell pepper; carrot; cream cheese; milk; orange; pasta sauce,corn flakes; lettuce; butter; orange; cheese; broccoli; milk
havent-seen-any-posts-from-ppl-from-my-country-v0-z0jzz4585y7f1_webp.rf.a068dfd6e257804c1433ec7fbd1354bf.jpg,data/raw/train/images/havent-seen-any-posts-from-ppl-from-my-country-v0-z0jzz4585y7f1_webp.rf.a068dfd6e257804c1433ec7fbd1354bf.jpg,avocado,bell pepper; tomato,celery; bell pepper; tomato; avocado; cheese; yogurt
havent-seen-any-posts-from-ppl-from-my-country-v0-z0jzz4585y7f1_webp.rf.a068dfd6e257804c1433ec7fbd1354bf.jpg,data/raw/train/images/havent-seen-any-posts-from-ppl-from-my-country-v0-z0jzz4585y7f1_webp.rf.a068dfd6e257804c1433ec7fbd1354bf.jpg,celery,bell pepper; tomato,celery; bell pepper; tomato; avocado; cheese; yogurt
havent-seen-any-posts-from-ppl-from-my-country-v0-z0jzz4585y7f1_webp.rf.a068dfd6e257804c1433ec7fbd1354bf.jpg,data/raw/train/images/havent-seen-any-posts-from-ppl-from-my-country-v0-z0jzz4585y7f1_webp.rf.a068dfd6e257804c1433ec7fbd1354bf.jpg,cheese,bell pepper; tomato,celery; bell pepper; tomato; avocado; cheese; yogurt
