image_id,image_path,status,model,elapsed_seconds,finish_reason,raw_ground_truth,normalized_ground_truth,raw_vlm_predictions,normalized_vlm_predictions,tp,fp,fn,precision,recall,f1,exact_match,jaccard,true_positives,false_positives,false_negatives
0827_jpeg.rf.85776737bff4d474bd78b4624c5b9693.jpg,data/raw/valid/images/0827_jpeg.rf.85776737bff4d474bd78b4624c5b9693.jpg,success,qwen35-397b,13.99,stop,egg; blueberry; yogurt; protien shake; tomato; orange; apple; bellpepper; salad,egg; blueberry; yogurt; protein shake; tomato; orange; apple; bell pepper; salad,egg; lunchable; yogurt; hummus; salad; protein shake; kombucha; tomato; lettuce; orange; bread roll; pasta sauce; italian dressing; butter; cheese slice,egg; lunchable; yogurt; hummus; salad; protein shake; kombucha; tomato; lettuce; orange; bread; pasta sauce; italian dressing; butter; cheese,6,9,3,0.4,0.6667,0.5,0,0.3333,egg; orange; protein shake; salad; tomato; yogurt,bread; butter; cheese; hummus; italian dressing; kombucha; lettuce; lunchable; pasta sauce,apple; bell pepper; blueberry
jm5m4firr78e1_jpeg.rf.0fcdeae246653bf2c4a495df2eb74685.jpg,data/raw/valid/images/jm5m4firr78e1_jpeg.rf.0fcdeae246653bf2c4a495df2eb74685.jpg,success,qwen35-397b,22.58,stop,meat; milk; orange juice; cake; garlic; apple; coconut; ketchup; blueberry; spring onion; coconut milk; hot sauce; pickle,meat; milk; orange juice; cake; garlic; apple; coconut; ketchup; blueberry; spring onion; coconut milk; hot sauce; pickle,milk; orange juice; salsa; cheddar cheese; cream cheese; butter; yogurt; coconut milk; egg; celery; lettuce; pie; hot sauce; pickle; jam; mustard; ketchup; soy sauce; salad dressing; mayonnaise; hummus; tofu; broth; wine; cheese slice; meat; sausage,milk; orange juice; salsa; cheese; cream cheese; butter; yogurt; coconut milk; egg; celery; lettuce; pie; hot sauce; pickle; jam; mustard; ketchup; soy sauce; salad dressing; mayonnaise; hummus; tofu; broth; wine; meat; sausage,7,19,6,0.2692,0.5385,0.359,0,0.2188,coconut milk; hot sauce; ketchup; meat; milk; orange juice; pickle,broth; butter; celery; cheese; cream cheese; egg; hummus; jam; lettuce; mayonnaise; mustard; pie; salad dressing; salsa; sausage; soy sauce; tofu; wine; yogurt,apple; blueberry; cake; coconut; garlic; spring onion
DSC_6037_JPG_jpg.rf.e2101670d0bbd45cf7da6475f555ec29.jpg,data/raw/valid/images/DSC_6037_JPG_jpg.rf.e2101670d0bbd45cf7da6475f555ec29.jpg,success,qwen35-397b,9.68,stop,potato; cheese; carrot; meat; lemon; egg; bluberry; tomato; milk; flour,potato; cheese; carrot; meat; lemon; egg; blueberry; tomato; milk; flour,tomato; carrot; lime; egg; cheese; potato; salmon; milk; flour; spinach,tomato; carrot; lime; egg; cheese; potato; salmon; milk; flour; spinach,7,3,3,0.7,0.7,0.7,0,0.5385,carrot; cheese; egg; flour; milk; potato; tomato,lime; salmon; spinach,blueberry; lemon; meat
0300_jpeg.rf.59609d1423cad492f6c67278fc4ac662.jpg,data/raw/valid/images/0300_jpeg.rf.59609d1423cad492f6c67278fc4ac662.jpg,success,qwen35-397b,15.77,stop,redbull; picante; cocacola; olive; ketchup; mayonnaise; meat; milk; kiwi; tortilla; egg; cabbage; butter; noodle,energy drink; picante sauce; cola; olive; ketchup; mayonnaise; meat; milk; kiwi; tortilla; egg; cabbage; butter; noodle,milk; energy drink; pasta sauce; cabbage; lettuce; butter; pickle; egg; yogurt; peach; noodle; meat; sausage,milk; energy drink; pasta sauce; cabbage; lettuce; butter; pickle; egg; yogurt; peach; noodle; meat; sausage,7,6,7,0.5385,0.5,0.5185,0,0.35,butter; cabbage; egg; energy drink; meat; milk; noodle,lettuce; pasta sauce; peach; pickle; sausage; yogurt,cola; ketchup; kiwi; mayonnaise; olive; picante sauce; tortilla
0299_jpeg.rf.d49f98a6eaa13c6ba5b4ac91a30dee95.jpg,data/raw/valid/images/0299_jpeg.rf.d49f98a6eaa13c6ba5b4ac91a30dee95.jpg,success,qwen35-397b,6.04,stop,egg; orange juice; potato; milk & rice drink,egg; orange juice; potato; half & half,egg; half and half cream; orange soda; red soda; milk; potato,egg; half & half; orange soda; red soda; milk; potato,3,3,1,0.5,0.75,0.6,0,0.4286,egg; half & half; potato,milk; orange soda; red soda,orange juice
0861_jpeg.rf.0b3edf4571a0f7b914542343f5611dc1.jpg,data/raw/valid/images/0861_jpeg.rf.0b3edf4571a0f7b914542343f5611dc1.jpg,success,qwen35-397b,71.46,stop,ketchup; cherry tomato; mustard; coffee mate snickers; bodyarmour lyte; egg beaters; hersheys chocolate syrup; al fresco; philadelphia butter; salad; breakstone's; publix whipping cream; tzatziki yogurt dip; lettuce,ketchup; tomato; mustard; coffee creamer; energy drink; egg beaters; chocolate syrup; sausage; butter; salad; sour cream; whipping cream; dip; lettuce,yogurt; lettuce; orange juice; water; chocolate syrup; ketchup; mustard; mayonnaise; pickle; egg; butter; deli meat; cream cheese; hot sauce,yogurt; lettuce; orange juice; water; chocolate syrup; ketchup; mustard; mayonnaise; pickle; egg; butter; meat; cream cheese; hot sauce,5,9,9,0.3571,0.3571,0.3571,0,0.2174,butter; chocolate syrup; ketchup; lettuce; mustard,cream cheese; egg; hot sauce; mayonnaise; meat; orange juice; pickle; water; yogurt,coffee creamer; dip; egg beaters; energy drink; salad; sausage; sour cream; tomato; whipping cream
20250620_232535_jpg.rf.64b76bb20e5863b60bdca52244cb5799.jpg,data/raw/valid/images/20250620_232535_jpg.rf.64b76bb20e5863b60bdca52244cb5799.jpg,success,qwen35-397b,11.14,stop,carrot; apple; egg; bell pepper; avocado; meyonnaise; lemon; tomato; banana; cucumber,carrot; apple; egg; bell pepper; avocado; mayonnaise; lemon; tomato; banana; cucumber,orange; mayonnaise; lime; avocado; egg; peach; apple; banana; tomato; lettuce; carrot; cucumber,orange; mayonnaise; lime; avocado; egg; peach; apple; banana; tomato; lettuce; carrot; cucumber,8,4,2,0.6667,0.8,0.7273,0,0.5714,apple; avocado; banana; carrot; cucumber; egg; mayonnaise; tomato,lettuce; lime; orange; peach,bell pepper; lemon
20250621_003504_jpg.rf.1e8f0ad8e4a09e24b3ee5be9be636643.jpg,data/raw/valid/images/20250621_003504_jpg.rf.1e8f0ad8e4a09e24b3ee5be9be636643.jpg,success,qwen35-397b,184.47,stop,bell pepper; carrot; banana; tomato; dijon mustard; cheese; cucumber; apple; meat,bell pepper; carrot; banana; tomato; mustard; cheese; cucumber; apple; meat,tomato; ham; carrot; dijon mustard; blue cheese; bell pepper; banana; mushroom,tomato; ham; carrot; mustard; cheese; bell pepper; banana; mushroom,6,2,3,0.75,0.6667,0.7059,0,0.5455,banana; bell pepper; carrot; cheese; mustard; tomato,ham; mushroom,apple; cucumber; meat
DSC_6179_JPG_jpg.rf.8bdda49c3e4a5c8995a0f5005e80e92b.jpg,data/raw/valid/images/DSC_6179_JPG_jpg.rf.8bdda49c3e4a5c8995a0f5005e80e92b.jpg,success,qwen35-397b,12.16,stop,green apple; potato; mushroom; egg; bread; sugar; salt,apple; potato; mushroom; egg; bread; sugar; salt,bread; orange; mushroom; green apple; potato; yogurt; sugar; butter,bread; orange; mushroom; apple; potato; yogurt; sugar; butter,5,3,2,0.625,0.7143,0.6667,0,0.5,apple; bread; mushroom; potato; sugar,butter; orange; yogurt,egg; salt
lk0o3x3c3t8e1_jpeg.rf.463cdb941831a325bdd27bec3e7cb8ad.jpg,data/raw/valid/images/lk0o3x3c3t8e1_jpeg.rf.463cdb941831a325bdd27bec3e7cb8ad.jpg,success,qwen35-397b,111.92,stop,daisy sour cream; reddi wip; garelick; canada dry; salad; egg; bread/bun; water bottle; ginger ale; orange juice; milk; mustard; juice,sour cream; whipped cream; garelick; ginger ale; salad; egg; bread; water; orange juice; milk; mustard; juice,water; ginger ale; egg; lettuce; sour cream; orange juice; milk; mustard; hot sauce; juice shot; smoothie,water; ginger ale; egg; lettuce; sour cream; orange juice; milk; mustard; hot sauce; juice; smoothie,8,3,4,0.7273,0.6667,0.6957,0,0.5333,egg; ginger ale; juice; milk; mustard; orange juice; sour cream; water,hot sauce; lettuce; smoothie,bread; garelick; salad; whipped cream
0288_jpeg.rf.eb98932e6e080af25142040913b7a85f.jpg,data/raw/valid/images/0288_jpeg.rf.eb98932e6e080af25142040913b7a85f.jpg,success,qwen35-397b,101.08,stop,cherry tomato; coke; blueberry; cabbage; ketchup; zucchini; egg; modelo especial; rising crust four cheese pizza; orange; m&m; beer; gatorade energy drink; milk; egg,tomato; cola; blueberry; cabbage; ketchup; zucchini; egg; beer; pizza; orange; chocolate; energy drink; milk,pizza crust; strawberry; blueberry; beer; milk; cheese; lettuce; zucchini; onion,pizza; strawberry; blueberry; beer; milk; cheese; lettuce; zucchini; onion,5,4,8,0.5556,0.3846,0.4545,0,0.2941,beer; blueberry; milk; pizza; zucchini,cheese; lettuce; onion; strawberry,cabbage; chocolate; cola; egg; energy drink; ketchup; orange; tomato
enetmscx30971_jpg.rf.2f8b543a3db5ac13fdae28f8ec78ab84.jpg,data/raw/valid/images/enetmscx30971_jpg.rf.2f8b543a3db5ac13fdae28f8ec78ab84.jpg,success,qwen35-397b,11.04,stop,florida's natural; orange juice; jam; butter; gochujang korean chili sauce; carrot; chocolate; pickle; soy sauce; cheese,orange juice; jam; butter; gochujang; carrot; chocolate; pickle; soy sauce; cheese,orange juice; butter; mustard; ketchup; salad dressing; hot sauce; mayonnaise; chocolate bar; yogurt; jam; pickle; soy sauce; milk; cheese; meat; egg,orange juice; butter; mustard; ketchup; salad dressing; hot sauce; mayonnaise; chocolate; yogurt; jam; pickle; soy sauce; milk; cheese; meat; egg,7,9,2,0.4375,0.7778,0.56,0,0.3889,butter; cheese; chocolate; jam; orange juice; pickle; soy sauce,egg; hot sauce; ketchup; mayonnaise; meat; milk; mustard; salad dressing; yogurt,carrot; gochujang
20250619_232842_jpg.rf.9c57487915939de0d9e83603ac5ff1df.jpg,data/raw/valid/images/20250619_232842_jpg.rf.9c57487915939de0d9e83603ac5ff1df.jpg,success,qwen35-397b,11.02,stop,greek yogurt; carrot; blueberry; lemon; apple; bell pepper; cucumber; meat; orange; pickle; banana,yogurt; carrot; blueberry; lemon; apple; bell pepper; cucumber; meat; orange; pickle; banana,carrot; orange; apple; yogurt; canned fruit; lime; tangerine; cucumber; blueberry; hazelnut spread; pickle; lettuce; bell pepper,carrot; orange; apple; yogurt; lime; tangerine; cucumber; blueberry; hazelnut spread; pickle; lettuce; bell pepper,8,4,3,0.6667,0.7273,0.6957,0,0.5333,apple; bell pepper; blueberry; carrot; cucumber; orange; pickle; yogurt,hazelnut spread; lettuce; lime; tangerine,banana; lemon; meat
qus214j0so7e1_jpeg.rf.a5de4b042cd8e9380831cce3b183e31c.jpg,data/raw/valid/images/qus214j0so7e1_jpeg.rf.a5de4b042cd8e9380831cce3b183e31c.jpg,success,qwen35-397b,123.77,stop,orange; bell pepper; organic faxseed; cherry tomato; greek yogurt; olivia's baby spinach; organica beef broth; hourmet; garden basil; egg; carrot; brussel sprouts,orange; bell pepper; flaxseed; tomato; yogurt; spinach; beef broth; hourmet; basil; egg; carrot; brussels sprouts,tomato; mozzarella; carrot; bell pepper; orange; grape,tomato; cheese; carrot; bell pepper; orange; grape,4,2,8,0.6667,0.3333,0.4444,0,0.2857,bell pepper; carrot; orange; tomato,cheese; grape,basil; beef broth; brussels sprouts; egg; flaxseed; hourmet; spinach; yogurt
xpne72f2b7561_jpg.rf.237e54834aedda4fd4df61eb9ee14366.jpg,data/raw/valid/images/xpne72f2b7561_jpg.rf.237e54834aedda4fd4df61eb9ee14366.jpg,success,qwen35-397b,17.98,stop,red cabbage; bell pepper; pork sausage; coolhaus  dairy free peanut butter fudge chip; hershey's chocolate syrup; planet oat milk; ice cream,cabbage; bell pepper; sausage; ice cream; chocolate syrup; oat milk,pork sausage; hash brown; ice cream; chocolate syrup; peanut butter; red cabbage; green bell pepper; milk; oat milk; yogurt; butter; juice,sausage; hash brown; ice cream; chocolate syrup; peanut butter; cabbage; bell pepper; milk; oat milk; yogurt; butter; juice,6,6,0,0.5,1.0,0.6667,0,0.5,bell pepper; cabbage; chocolate syrup; ice cream; oat milk; sausage,butter; hash brown; juice; milk; peanut butter; yogurt,
DSC_6028_JPG_jpg.rf.4128319ec41fa3d1c67d76ae8f167932.jpg,data/raw/valid/images/DSC_6028_JPG_jpg.rf.4128319ec41fa3d1c67d76ae8f167932.jpg,success,qwen35-397b,114.63,stop,banana; egg; tomato; mushroom; meat; potato; cake; flour; milk,banana; egg; tomato; mushroom; meat; potato; cake; flour; milk,mushroom; tomato; banana; egg; chicken breast; butter; bread roll; milk; flour; chocolate cake,mushroom; tomato; banana; egg; chicken; butter; bread; milk; flour; cake,7,3,2,0.7,0.7778,0.7368,0,0.5833,banana; cake; egg; flour; milk; mushroom; tomato,bread; butter; chicken,meat; potato
20250620_232559_jpg.rf.c8269223f51722c7893bea3b5ae28175.jpg,data/raw/valid/images/20250620_232559_jpg.rf.c8269223f51722c7893bea3b5ae28175.jpg,success,qwen35-397b,19.77,stop,apple; bell pepper; cucumber; carrot; egg; avocado; lemon; mayonnaise; tomato; butter,apple; bell pepper; cucumber; carrot; egg; avocado; lemon; mayonnaise; tomato; butter,mayonnaise; apple; carrot; cucumber; egg; strawberry; lettuce; lime; avocado; tomato; butter; yogurt; egg carton,mayonnaise; apple; carrot; cucumber; egg; strawberry; lettuce; lime; avocado; tomato; butter; yogurt,8,4,2,0.6667,0.8,0.7273,0,0.5714,apple; avocado; butter; carrot; cucumber; egg; mayonnaise; tomato,lettuce; lime; strawberry; yogurt,bell pepper; lemon
DSC_6088_JPG_jpg.rf.fae5cb616201a492e7bb51ff056e7c11.jpg,data/raw/valid/images/DSC_6088_JPG_jpg.rf.fae5cb616201a492e7bb51ff056e7c11.jpg,success,qwen35-397b,7.5,stop,strawberry; soy milk; chicken breast; blueberry; coconut milk; potato; egg; meat,strawberry; soy milk; chicken; blueberry; coconut milk; potato; egg; meat,bread roll; soy milk; almond milk; blueberry; coconut milk; meat; chicken breast; strawberry,bread; soy milk; almond milk; blueberry; coconut milk; meat; chicken; strawberry,6,2,2,0.75,0.75,0.75,0,0.6,blueberry; chicken; coconut milk; meat; soy milk; strawberry,almond milk; bread,egg; potato
j1pfsemgagce1_jpeg.rf.e7dd3c6fab42bce2f9a6e18ceacac212.jpg,data/raw/valid/images/j1pfsemgagce1_jpeg.rf.e7dd3c6fab42bce2f9a6e18ceacac212.jpg,success,qwen35-397b,292.92,stop,meat; zucchini; alexandre organic plain yogurt; producer's organic milk; egg; orange; carrot; tomato; cabbage; beef; tortilla; milk,meat; zucchini; yogurt; milk; egg; orange; carrot; tomato; cabbage; beef; tortilla,cottage cheese; margarine; tortilla; lettuce; pizza; zucchini; mushroom; milk; carrot; green bean; celery; tomato; orange; garlic; beef; bacon,cottage cheese; margarine; tortilla; lettuce; pizza; zucchini; mushroom; milk; carrot; green bean; celery; tomato; orange; garlic; beef; bacon,7,9,4,0.4375,0.6364,0.5185,0,0.35,beef; carrot; milk; orange; tomato; tortilla; zucchini,bacon; celery; cottage cheese; garlic; green bean; lettuce; margarine; mushroom; pizza,cabbage; egg; meat; yogurt
544pc5m6hm9e1_jpeg.rf.1031e131876f7959e7c714ee8d527dcb.jpg,data/raw/valid/images/544pc5m6hm9e1_jpeg.rf.1031e131876f7959e7c714ee8d527dcb.jpg,success,qwen35-397b,16.02,stop,egg; strawberry; hyvee almondmilk; anderson erickson dairy; broccoli; salsa dip; cheese; ketchup; kerrygold butter; lettuce; canned drink; soda; mustard,egg; strawberry; almond milk; anderson erickson dairy; broccoli; salsa; cheese; ketchup; butter; lettuce; soda; mustard,egg; bread; lettuce; canned drink; strawberry; almond milk; butter; water; soda; yogurt; mayonnaise; ketchup; mustard; cheese; salad; meat,egg; bread; lettuce; soda; strawberry; almond milk; butter; water; yogurt; mayonnaise; ketchup; mustard; cheese; salad; meat,9,6,3,0.6,0.75,0.6667,0,0.5,almond milk; butter; cheese; egg; ketchup; lettuce; mustard; soda; strawberry,bread; mayonnaise; meat; salad; water; yogurt,anderson erickson dairy; broccoli; salsa
0080_jpeg.rf.90eae1d71a74e5341b00f86d3db84833.jpg,data/raw/test/images/0080_jpeg.rf.90eae1d71a74e5341b00f86d3db84833.jpg,success,qwen35-397b,15.35,stop,tostitos dip; blueberry; strawberry; salad; milk; yogurt; whipped cream; ranch; egg; butter; soy sauce; mustard; cheese; lettuce; orange juice; mustard; soy sauce; butter,dip; blueberry; strawberry; salad; milk; yogurt; whipped cream; ranch; egg; butter; soy sauce; mustard; cheese; lettuce; orange juice,milk; yogurt; egg; cheddar cheese; strawberry; blueberry; lettuce; tortilla chip; orange juice; mustard; mayonnaise; apple juice; hot sauce; canned food; butter; cheese stick,milk; yogurt; egg; cheese; strawberry; blueberry; lettuce; tortilla chip; orange juice; mustard; mayonnaise; apple juice; hot sauce; butter,10,4,5,0.7143,0.6667,0.6897,0,0.5263,blueberry; butter; cheese; egg; lettuce; milk; mustard; orange juice; strawberry; yogurt,apple juice; hot sauce; mayonnaise; tortilla chip,dip; ranch; salad; soy sauce; whipped cream
20250619_172819_jpg.rf.797f92ebb9da0ec6fe321da1b0e9a8c2.jpg,data/raw/test/images/20250619_172819_jpg.rf.797f92ebb9da0ec6fe321da1b0e9a8c2.jpg,success,qwen35-397b,12.46,stop,tomato; yogurt; carrot; bellpepper; avocado; cucumber; pickle; meat,tomato; yogurt; carrot; bell pepper; avocado; cucumber; pickle; meat,tomato; carrot; avocado; bell pepper; cucumber; lettuce; eggplant; yogurt; jam; pickle; honey; meat,tomato; carrot; avocado; bell pepper; cucumber; lettuce; eggplant; yogurt; jam; pickle; honey; meat,8,4,0,0.6667,1.0,0.8,0,0.6667,avocado; bell pepper; carrot; cucumber; meat; pickle; tomato; yogurt,eggplant; honey; jam; lettuce,
xgzzcfjmxp5e1_jpeg.rf.abd269b99cd032d9793dce0ce002b703.jpg,data/raw/test/images/xgzzcfjmxp5e1_jpeg.rf.abd269b99cd032d9793dce0ce002b703.jpg,success,qwen35-397b,47.32,stop,cherry tomato; oat milk; raspberry; mango; chocolate; smoothie pops; pineapple; lemon; strawberry; blueberry; yogurt; mustard,tomato; oat milk; raspberry; mango; chocolate; smoothie pops; pineapple; lemon; strawberry; blueberry; yogurt; mustard,raspberry; mango; blueberry; frozen vegetable; french fry; cookie; dip; berry; salsa; salad; butter; yogurt; jam; probiotic drink; mustard; dressing,raspberry; mango; blueberry; frozen vegetable; french fry; cookies; dip; berry; salsa; salad; butter; yogurt; jam; probiotic drink; mustard,5,10,7,0.3333,0.4167,0.3704,0,0.2273,blueberry; mango; mustard; raspberry; yogurt,berry; butter; cookies; dip; french fry; frozen vegetable; jam; probiotic drink; salad; salsa,chocolate; lemon; oat milk; pineapple; smoothie pops; strawberry; tomato
DSC_6083_JPG_jpg.rf.df29adfe178065c77312d399adf207ea.jpg,data/raw/test/images/DSC_6083_JPG_jpg.rf.df29adfe178065c77312d399adf207ea.jpg,success,qwen35-397b,8.92,stop,potato; egg; blueberry; chicken; meat; tomato; milk; bread,potato; egg; blueberry; chicken; meat; tomato; milk; bread,milk; bread roll; apricot; blueberry; canned food; cheese; tomato; meat; meat; chicken breast,milk; bread; apricot; blueberry; cheese; tomato; meat; chicken,6,2,2,0.75,0.75,0.75,0,0.6,blueberry; bread; chicken; meat; milk; tomato,apricot; cheese,egg; potato
