image_id,image_path,strategy,status,model,elapsed_seconds,normalized_ground_truth,normalized_vlm_predictions,tp,fp,fn,precision,recall,f1,exact_match,jaccard,true_positives,false_positives,false_negatives
544pc5m6hm9e1_jpeg.rf.1031e131876f7959e7c714ee8d527dcb.jpg,data/raw/valid/images/544pc5m6hm9e1_jpeg.rf.1031e131876f7959e7c714ee8d527dcb.jpg,high_only,success,qwen35-397b,16.02,egg; strawberry; almond milk; anderson erickson dairy; broccoli; salsa; cheese; ketchup; butter; lettuce; mustard,egg; bread; lettuce; strawberry; almond milk; butter; yogurt; mayonnaise; ketchup; mustard,7,3,4,0.7,0.6364,0.6667,0,0.5,almond milk; butter; egg; ketchup; lettuce; mustard; strawberry,bread; mayonnaise; yogurt,anderson erickson dairy; broccoli; cheese; salsa
0080_jpeg.rf.90eae1d71a74e5341b00f86d3db84833.jpg,data/raw/test/images/0080_jpeg.rf.90eae1d71a74e5341b00f86d3db84833.jpg,high_only,success,qwen35-397b,15.35,dip; blueberry; strawberry; salad; milk; yogurt; whipped cream; ranch; egg; butter; soy sauce; mustard; cheese; lettuce,milk; yogurt; egg; cheese; strawberry; blueberry; lettuce; tortilla chip; mustard; mayonnaise,8,2,6,0.8,0.5714,0.6667,0,0.5,blueberry; cheese; egg; lettuce; milk; mustard; strawberry; yogurt,mayonnaise; tortilla chip,butter; dip; ranch; salad; soy sauce; whipped cream
20250619_172819_jpg.rf.797f92ebb9da0ec6fe321da1b0e9a8c2.jpg,data/raw/test/images/20250619_172819_jpg.rf.797f92ebb9da0ec6fe321da1b0e9a8c2.jpg,high_only,success,qwen35-397b,12.46,tomato; yogurt; carrot; bell pepper; avocado; cucumber; pickle; meat,tomato; carrot; avocado; bell pepper; cucumber; lettuce; eggplant; yogurt,6,2,2,0.75,0.75,0.75,0,0.6,avocado; bell pepper; carrot; cucumber; tomato; yogurt,eggplant; lettuce,meat; pickle
xgzzcfjmxp5e1_jpeg.rf.abd269b99cd032d9793dce0ce002b703.jpg,data/raw/test/images/xgzzcfjmxp5e1_jpeg.rf.abd269b99cd032d9793dce0ce002b703.jpg,high_only,success,qwen35-397b,47.32,tomato; oat milk; raspberry; mango; chocolate; smoothie pops; pineapple; lemon; strawberry; blueberry; yogurt; mustard,raspberry; mango; cookies; salad; yogurt,3,2,9,0.6,0.25,0.3529,0,0.2143,mango; raspberry; yogurt,cookies; salad,blueberry; chocolate; lemon; mustard; oat milk; pineapple; smoothie pops; strawberry; tomato
DSC_6083_JPG_jpg.rf.df29adfe178065c77312d399adf207ea.jpg,data/raw/test/images/DSC_6083_JPG_jpg.rf.df29adfe178065c77312d399adf207ea.jpg,high_only,success,qwen35-397b,8.92,potato; egg; blueberry; chicken; meat; tomato; milk; bread,milk; bread; blueberry; tomato; chicken,5,0,3,1.0,0.625,0.7692,0,0.625,blueberry; bread; chicken; milk; tomato,,egg; meat; potato
DSC_5945_JPG_jpg.rf.4251f764e472849445aa75da2d78d06b.jpg,data/raw/test/images/DSC_5945_JPG_jpg.rf.4251f764e472849445aa75da2d78d06b.jpg,high_only,success,qwen35-397b,9.51,tomato; strawberry; meat; chicken; carrot; lemon; apple,apple; cucumber; carrot; tomato; strawberry,4,1,3,0.8,0.5714,0.6667,0,0.5,apple; carrot; strawberry; tomato,cucumber,chicken; lemon; meat
4a4awnmnx2de1_jpeg.rf.1908b305d0d936807037dbb1b0a7c6d2.jpg,data/raw/test/images/4a4awnmnx2de1_jpeg.rf.1908b305d0d936807037dbb1b0a7c6d2.jpg,high_only,success,qwen35-397b,14.57,cola; asparagus; strawberry; sour cream; egg; almond milk; oat milk; ketchup; butter; maple; mushroom; mayonnaise,asparagus; yogurt; oat milk; sparkling water; soy sauce; hot sauce; mayonnaise; pasta,3,5,9,0.375,0.25,0.3,0,0.1765,asparagus; mayonnaise; oat milk,hot sauce; pasta; soy sauce; sparkling water; yogurt,almond milk; butter; cola; egg; ketchup; maple; mushroom; sour cream; strawberry
20250619_172603_jpg.rf.e2989fe292b58d32319d6269dfa93833.jpg,data/raw/test/images/20250619_172603_jpg.rf.e2989fe292b58d32319d6269dfa93833.jpg,high_only,success,qwen35-397b,194.22,mayonnaise; pickle; hot sauce; soy sauce; jam,mayonnaise; syrup; pickle; mustard; hot sauce; jam; butter; yogurt; cheese,4,5,1,0.4444,0.8,0.5714,0,0.4,hot sauce; jam; mayonnaise; pickle,butter; cheese; mustard; syrup; yogurt,soy sauce
20250620_192116_jpg.rf.8331f9f5b12682011836323ff4238095.jpg,data/raw/test/images/20250620_192116_jpg.rf.8331f9f5b12682011836323ff4238095.jpg,high_only,success,qwen35-397b,10.74,cucumber; cheese; carrot; orange; avocado; banana; lemon; yogurt; butter; egg; meat; bell pepper; tomato; blueberry; milk,carrot; orange; cucumber; yogurt; egg; lime; strawberry; tomato; lettuce; butter,7,3,8,0.7,0.4667,0.56,0,0.3889,butter; carrot; cucumber; egg; orange; tomato; yogurt,lettuce; lime; strawberry,avocado; banana; bell pepper; blueberry; cheese; lemon; meat; milk
DSC_5941_JPG_jpg.rf.9b0e937713fe04dfeb532595e4ed72b9.jpg,data/raw/test/images/DSC_5941_JPG_jpg.rf.9b0e937713fe04dfeb532595e4ed72b9.jpg,high_only,success,qwen35-397b,9.21,carrot; strawberry; lemon; meat; apple; chocolate; tomato; bread; flour; sugar; salt,carrot; strawberry; lime; bread; apple; asparagus; tomato,5,2,6,0.7143,0.4545,0.5556,0,0.3846,apple; bread; carrot; strawberry; tomato,asparagus; lime,chocolate; flour; lemon; meat; salt; sugar
20250618_222535_jpg.rf.99f96018db8deed916555c4381d69261.jpg,data/raw/test/images/20250618_222535_jpg.rf.99f96018db8deed916555c4381d69261.jpg,high_only,success,qwen35-397b,193.75,egg; butter; tomato; banana; yogurt; pickle; ketchup; blueberry; bell pepper; onion,tomato; banana; yogurt; blueberry; lettuce; bell pepper; broccoli,5,2,5,0.7143,0.5,0.5882,0,0.4167,banana; bell pepper; blueberry; tomato; yogurt,broccoli; lettuce,butter; egg; ketchup; onion; pickle
0984_jpeg.rf.41093ff7c6609eec624002e4d762047d.jpg,data/raw/test/images/0984_jpeg.rf.41093ff7c6609eec624002e4d762047d.jpg,high_only,success,qwen35-397b,28.51,egg; beef broth; chocolate milk; ketchup; sweet tea; yogurt,egg; butter; yogurt; bread; milk; asparagus; pickle; mustard; ketchup; hot sauce; salad dressing; soy sauce; cream,3,10,3,0.2308,0.5,0.3158,0,0.1875,egg; ketchup; yogurt,asparagus; bread; butter; cream; hot sauce; milk; mustard; pickle; salad dressing; soy sauce,beef broth; chocolate milk; sweet tea
DSC_6067_JPG_jpg.rf.7cf2a9b99c19673a6da23e61bd1debdb.jpg,data/raw/test/images/DSC_6067_JPG_jpg.rf.7cf2a9b99c19673a6da23e61bd1debdb.jpg,high_only,success,qwen35-397b,8.06,egg; banana; cheese; mushroom; green bean; onion; bread; carrot; pickle; hot sauce,bread; egg; banana; cheese; mushroom; green bean; margarine; potato,6,2,4,0.75,0.6,0.6667,0,0.5,banana; bread; cheese; egg; green bean; mushroom,margarine; potato,carrot; hot sauce; onion; pickle
1w49a5xavly71_jpg.rf.e4c21786458c12b5b6205129a218be83.jpg,data/raw/test/images/1w49a5xavly71_jpg.rf.e4c21786458c12b5b6205129a218be83.jpg,high_only,success,qwen35-397b,6.82,ketchup,ketchup,1,0,0,1.0,1.0,1.0,1,1.0,ketchup,,
DSC_5994_JPG_jpg.rf.9f83ec4ed43d98d62bf38e0041a28d9d.jpg,data/raw/test/images/DSC_5994_JPG_jpg.rf.9f83ec4ed43d98d62bf38e0041a28d9d.jpg,high_only,success,qwen35-397b,7.98,almond; banana; egg; potato; blueberry; meat; chicken; green bean; bread,zucchini; egg; lemon; blueberry; bread; chicken; green bean,5,2,4,0.7143,0.5556,0.625,0,0.4545,blueberry; bread; chicken; egg; green bean,lemon; zucchini,almond; banana; meat; potato
DSC_5959_JPG_jpg.rf.5394f74e076d0ff37c09531f0ee21049.jpg,data/raw/test/images/DSC_5959_JPG_jpg.rf.5394f74e076d0ff37c09531f0ee21049.jpg,high_only,success,qwen35-397b,7.32,egg; spinach; sweet potato; onion; strawberry; mushroom; meat; green bean; bread,sweet potato; onion; mushroom; strawberry; green bean; meat; butter,6,1,3,0.8571,0.6667,0.75,0,0.6,green bean; meat; mushroom; onion; strawberry; sweet potato,butter,bread; egg; spinach
ly4mf7yepbvd1_jpeg.rf.b9a656fb0d4a1a4d9a353d96a97a25c0.jpg,data/raw/test/images/ly4mf7yepbvd1_jpeg.rf.b9a656fb0d4a1a4d9a353d96a97a25c0.jpg,high_only,success,qwen35-397b,51.96,carrot; bread,carrot; milk,1,1,1,0.5,0.5,0.5,0,0.3333,carrot,milk,bread
2p5wfkocpds61_jpg.rf.8b0b1b471fd7a1ce7ea50bdc21cc7940.jpg,data/raw/test/images/2p5wfkocpds61_jpg.rf.8b0b1b471fd7a1ce7ea50bdc21cc7940.jpg,high_only,success,qwen35-397b,28.77,yogurt; grape; bell pepper; egg; milk; ketchup; barbecue sauce; mint sauce; pickle; cookies; jam; hot sauce; cheese; butter; hummus,collagen powder; yogurt; egg; milk; ketchup; salad dressing; mayonnaise; jam; pickle; cheese; butter; chicken; lettuce; cucumber; tomato; mushroom; hummus; bread; chips; chocolate; relish; mustard; pasta sauce; soup; meat; fish; berry,9,18,6,0.3333,0.6,0.4286,0,0.2727,butter; cheese; egg; hummus; jam; ketchup; milk; pickle; yogurt,berry; bread; chicken; chips; chocolate; collagen powder; cucumber; fish; lettuce; mayonnaise; meat; mushroom; mustard; pasta sauce; relish; salad dressing; soup; tomato,barbecue sauce; bell pepper; cookies; grape; hot sauce; mint sauce
0650_jpeg.rf.19d04c99c77fc56d18678e35c08fa1c2.jpg,data/raw/test/images/0650_jpeg.rf.19d04c99c77fc56d18678e35c08fa1c2.jpg,high_only,success,qwen35-397b,95.2,lime; lemon; egg; bell pepper; yogurt; hot sauce; garlic; gochujang; milk; ketchup; mayonnaise; pickle; chocolate,egg; lemon; ketchup; bell pepper; pickle,5,0,8,1.0,0.3846,0.5556,0,0.3846,bell pepper; egg; ketchup; lemon; pickle,,chocolate; garlic; gochujang; hot sauce; lime; mayonnaise; milk; yogurt
DSC_6096_JPG_jpg.rf.ad7083d1c5abb524ce2e9d3363972495.jpg,data/raw/test/images/DSC_6096_JPG_jpg.rf.ad7083d1c5abb524ce2e9d3363972495.jpg,high_only,success,qwen35-397b,22.76,chicken; apple; blueberry; egg; milk; meat; soy milk; carrot; strawberry,apple; blueberry; egg; carrot; strawberry; mushroom; soy milk; meat,7,1,2,0.875,0.7778,0.8235,0,0.7,apple; blueberry; carrot; egg; meat; soy milk; strawberry,mushroom,chicken; milk
a1kuvxriau2d1_jpeg.rf.a16fdf4516a55e095e28d878080e4454.jpg,data/raw/test/images/a1kuvxriau2d1_jpeg.rf.a16fdf4516a55e095e28d878080e4454.jpg,high_only,success,qwen35-397b,26.95,apple; milk; yogurt; tomato; hummus; sweet chili sauce; peri peri sauce; ketchup; spring onion; bell pepper; lime; lemon,yogurt; strawberry; bell pepper; spring onion; lemon; hot sauce; apple cider vinegar; coconut milk; ketchup; mustard; salad dressing,5,6,7,0.4545,0.4167,0.4348,0,0.2778,bell pepper; ketchup; lemon; spring onion; yogurt,apple cider vinegar; coconut milk; hot sauce; mustard; salad dressing; strawberry,apple; hummus; lime; milk; peri peri sauce; sweet chili sauce; tomato
