image_id,image_path,strategy,false_positive
t8c0bd9je7351_jpg.rf.49ef46ac4d7e7a3d4f0816027d599b7a.jpg,data/raw/valid/images/t8c0bd9je7351_jpg.rf.49ef46ac4d7e7a3d4f0816027d599b7a.jpg,high_only,carrot
t8c0bd9je7351_jpg.rf.49ef46ac4d7e7a3d4f0816027d599b7a.jpg,data/raw/valid/images/t8c0bd9je7351_jpg.rf.49ef46ac4d7e7a3d4f0816027d599b7a.jpg,high_only,egg
t8c0bd9je7351_jpg.rf.49ef46ac4d7e7a3d4f0816027d599b7a.jpg,data/raw/valid/images/t8c0bd9je7351_jpg.rf.49ef46ac4d7e7a3d4f0816027d599b7a.jpg,high_only,half & half
t8c0bd9je7351_jpg.rf.49ef46ac4d7e7a3d4f0816027d599b7a.jpg,data/raw/valid/images/t8c0bd9je7351_jpg.rf.49ef46ac4d7e7a3d4f0816027d599b7a.jpg,high_only,ketchup
t8c0bd9je7351_jpg.rf.49ef46ac4d7e7a3d4f0816027d599b7a.jpg,data/raw/valid/images/t8c0bd9je7351_jpg.rf.49ef46ac4d7e7a3d4f0816027d599b7a.jpg,high_only,lemon
t8c0bd9je7351_jpg.rf.49ef46ac4d7e7a3d4f0816027d599b7a.jpg,data/raw/valid/images/t8c0bd9je7351_jpg.rf.49ef46ac4d7e7a3d4f0816027d599b7a.jpg,high_only,lime
t8c0bd9je7351_jpg.rf.49ef46ac4d7e7a3d4f0816027d599b7a.jpg,data/raw/valid/images/t8c0bd9je7351_jpg.rf.49ef46ac4d7e7a3d4f0816027d599b7a.jpg,high_only,mayonnaise
t8c0bd9je7351_jpg.rf.49ef46ac4d7e7a3d4f0816027d599b7a.jpg,data/raw/valid/images/t8c0bd9je7351_jpg.rf.49ef46ac4d7e7a3d4f0816027d599b7a.jpg,high_only,mustard
cb729pj3e34e1_jpeg.rf.cccc83aabe2e8a7871fbe5234bd4619d.jpg,data/raw/valid/images/cb729pj3e34e1_jpeg.rf.cccc83aabe2e8a7871fbe5234bd4619d.jpg,high_only,butter
cb729pj3e34e1_jpeg.rf.cccc83aabe2e8a7871fbe5234bd4619d.jpg,data/raw/valid/images/cb729pj3e34e1_jpeg.rf.cccc83aabe2e8a7871fbe5234bd4619d.jpg,high_only,pickle
cb729pj3e34e1_jpeg.rf.cccc83aabe2e8a7871fbe5234bd4619d.jpg,data/raw/valid/images/cb729pj3e34e1_jpeg.rf.cccc83aabe2e8a7871fbe5234bd4619d.jpg,high_only,relish
0827_jpeg.rf.85776737bff4d474bd78b4624c5b9693.jpg,data/raw/valid/images/0827_jpeg.rf.85776737bff4d474bd78b4624c5b9693.jpg,high_only,bread
0827_jpeg.rf.85776737bff4d474bd78b4624c5b9693.jpg,data/raw/valid/images/0827_jpeg.rf.85776737bff4d474bd78b4624c5b9693.jpg,high_only,butter
0827_jpeg.rf.85776737bff4d474bd78b4624c5b9693.jpg,data/raw/valid/images/0827_jpeg.rf.85776737bff4d474bd78b4624c5b9693.jpg,high_only,cheese
0827_jpeg.rf.85776737bff4d474bd78b4624c5b9693.jpg,data/raw/valid/images/0827_jpeg.rf.85776737bff4d474bd78b4624c5b9693.jpg,high_only,hummus
0827_jpeg.rf.85776737bff4d474bd78b4624c5b9693.jpg,data/raw/valid/images/0827_jpeg.rf.85776737bff4d474bd78b4624c5b9693.jpg,high_only,kombucha
0827_jpeg.rf.85776737bff4d474bd78b4624c5b9693.jpg,data/raw/valid/images/0827_jpeg.rf.85776737bff4d474bd78b4624c5b9693.jpg,high_only,lettuce
0827_jpeg.rf.85776737bff4d474bd78b4624c5b9693.jpg,data/raw/valid/images/0827_jpeg.rf.85776737bff4d474bd78b4624c5b9693.jpg,high_only,lunchable
0827_jpeg.rf.85776737bff4d474bd78b4624c5b9693.jpg,data/raw/valid/images/0827_jpeg.rf.85776737bff4d474bd78b4624c5b9693.jpg,high_only,pasta sauce
0827_jpeg.rf.85776737bff4d474bd78b4624c5b9693.jpg,data/raw/valid/images/0827_jpeg.rf.85776737bff4d474bd78b4624c5b9693.jpg,high_only,salad dressing
jm5m4firr78e1_jpeg.rf.0fcdeae246653bf2c4a495df2eb74685.jpg,data/raw/valid/images/jm5m4firr78e1_jpeg.rf.0fcdeae246653bf2c4a495df2eb74685.jpg,high_only,butter
jm5m4firr78e1_jpeg.rf.0fcdeae246653bf2c4a495df2eb74685.jpg,data/raw/valid/images/jm5m4firr78e1_jpeg.rf.0fcdeae246653bf2c4a495df2eb74685.jpg,high_only,celery
jm5m4firr78e1_jpeg.rf.0fcdeae246653bf2c4a495df2eb74685.jpg,data/raw/valid/images/jm5m4firr78e1_jpeg.rf.0fcdeae246653bf2c4a495df2eb74685.jpg,high_only,cheese
jm5m4firr78e1_jpeg.rf.0fcdeae246653bf2c4a495df2eb74685.jpg,data/raw/valid/images/jm5m4firr78e1_jpeg.rf.0fcdeae246653bf2c4a495df2eb74685.jpg,high_only,cream cheese
jm5m4firr78e1_jpeg.rf.0fcdeae246653bf2c4a495df2eb74685.jpg,data/raw/valid/images/jm5m4firr78e1_jpeg.rf.0fcdeae246653bf2c4a495df2eb74685.jpg,high_only,egg
jm5m4firr78e1_jpeg.rf.0fcdeae246653bf2c4a495df2eb74685.jpg,data/raw/valid/images/jm5m4firr78e1_jpeg.rf.0fcdeae246653bf2c4a495df2eb74685.jpg,high_only,hummus
jm5m4firr78e1_jpeg.rf.0fcdeae246653bf2c4a495df2eb74685.jpg,data/raw/valid/images/jm5m4firr78e1_jpeg.rf.0fcdeae246653bf2c4a495df2eb74685.jpg,high_only,jam
jm5m4firr78e1_jpeg.rf.0fcdeae246653bf2c4a495df2eb74685.jpg,data/raw/valid/images/jm5m4firr78e1_jpeg.rf.0fcdeae246653bf2c4a495df2eb74685.jpg,high_only,mayonnaise
jm5m4firr78e1_jpeg.rf.0fcdeae246653bf2c4a495df2eb74685.jpg,data/raw/valid/images/jm5m4firr78e1_jpeg.rf.0fcdeae246653bf2c4a495df2eb74685.jpg,high_only,mustard
jm5m4firr78e1_jpeg.rf.0fcdeae246653bf2c4a495df2eb74685.jpg,data/raw/valid/images/jm5m4firr78e1_jpeg.rf.0fcdeae246653bf2c4a495df2eb74685.jpg,high_only,pie
jm5m4firr78e1_jpeg.rf.0fcdeae246653bf2c4a495df2eb74685.jpg,data/raw/valid/images/jm5m4firr78e1_jpeg.rf.0fcdeae246653bf2c4a495df2eb74685.jpg,high_only,salad dressing
jm5m4firr78e1_jpeg.rf.0fcdeae246653bf2c4a495df2eb74685.jpg,data/raw/valid/images/jm5m4firr78e1_jpeg.rf.0fcdeae246653bf2c4a495df2eb74685.jpg,high_only,salsa
jm5m4firr78e1_jpeg.rf.0fcdeae246653bf2c4a495df2eb74685.jpg,data/raw/valid/images/jm5m4firr78e1_jpeg.rf.0fcdeae246653bf2c4a495df2eb74685.jpg,high_only,soy sauce
jm5m4firr78e1_jpeg.rf.0fcdeae246653bf2c4a495df2eb74685.jpg,data/raw/valid/images/jm5m4firr78e1_jpeg.rf.0fcdeae246653bf2c4a495df2eb74685.jpg,high_only,tofu
jm5m4firr78e1_jpeg.rf.0fcdeae246653bf2c4a495df2eb74685.jpg,data/raw/valid/images/jm5m4firr78e1_jpeg.rf.0fcdeae246653bf2c4a495df2eb74685.jpg,high_only,yogurt
DSC_6037_JPG_jpg.rf.e2101670d0bbd45cf7da6475f555ec29.jpg,data/raw/valid/images/DSC_6037_JPG_jpg.rf.e2101670d0bbd45cf7da6475f555ec29.jpg,high_only,lime
DSC_6037_JPG_jpg.rf.e2101670d0bbd45cf7da6475f555ec29.jpg,data/raw/valid/images/DSC_6037_JPG_jpg.rf.e2101670d0bbd45cf7da6475f555ec29.jpg,high_only,salmon
0300_jpeg.rf.59609d1423cad492f6c67278fc4ac662.jpg,data/raw/valid/images/0300_jpeg.rf.59609d1423cad492f6c67278fc4ac662.jpg,high_only,pasta sauce
0300_jpeg.rf.59609d1423cad492f6c67278fc4ac662.jpg,data/raw/valid/images/0300_jpeg.rf.59609d1423cad492f6c67278fc4ac662.jpg,high_only,pickle
0299_jpeg.rf.d49f98a6eaa13c6ba5b4ac91a30dee95.jpg,data/raw/valid/images/0299_jpeg.rf.d49f98a6eaa13c6ba5b4ac91a30dee95.jpg,high_only,half & half
0299_jpeg.rf.d49f98a6eaa13c6ba5b4ac91a30dee95.jpg,data/raw/valid/images/0299_jpeg.rf.d49f98a6eaa13c6ba5b4ac91a30dee95.jpg,high_only,milk
0861_jpeg.rf.0b3edf4571a0f7b914542343f5611dc1.jpg,data/raw/valid/images/0861_jpeg.rf.0b3edf4571a0f7b914542343f5611dc1.jpg,high_only,yogurt
20250620_232535_jpg.rf.64b76bb20e5863b60bdca52244cb5799.jpg,data/raw/valid/images/20250620_232535_jpg.rf.64b76bb20e5863b60bdca52244cb5799.jpg,high_only,lettuce
20250620_232535_jpg.rf.64b76bb20e5863b60bdca52244cb5799.jpg,data/raw/valid/images/20250620_232535_jpg.rf.64b76bb20e5863b60bdca52244cb5799.jpg,high_only,lime
20250620_232535_jpg.rf.64b76bb20e5863b60bdca52244cb5799.jpg,data/raw/valid/images/20250620_232535_jpg.rf.64b76bb20e5863b60bdca52244cb5799.jpg,high_only,orange
20250620_232535_jpg.rf.64b76bb20e5863b60bdca52244cb5799.jpg,data/raw/valid/images/20250620_232535_jpg.rf.64b76bb20e5863b60bdca52244cb5799.jpg,high_only,peach
20250621_003504_jpg.rf.1e8f0ad8e4a09e24b3ee5be9be636643.jpg,data/raw/valid/images/20250621_003504_jpg.rf.1e8f0ad8e4a09e24b3ee5be9be636643.jpg,high_only,ham
20250621_003504_jpg.rf.1e8f0ad8e4a09e24b3ee5be9be636643.jpg,data/raw/valid/images/20250621_003504_jpg.rf.1e8f0ad8e4a09e24b3ee5be9be636643.jpg,high_only,mushroom
DSC_6179_JPG_jpg.rf.8bdda49c3e4a5c8995a0f5005e80e92b.jpg,data/raw/valid/images/DSC_6179_JPG_jpg.rf.8bdda49c3e4a5c8995a0f5005e80e92b.jpg,high_only,orange
DSC_6179_JPG_jpg.rf.8bdda49c3e4a5c8995a0f5005e80e92b.jpg,data/raw/valid/images/DSC_6179_JPG_jpg.rf.8bdda49c3e4a5c8995a0f5005e80e92b.jpg,high_only,yogurt
0288_jpeg.rf.eb98932e6e080af25142040913b7a85f.jpg,data/raw/valid/images/0288_jpeg.rf.eb98932e6e080af25142040913b7a85f.jpg,high_only,cheese
0288_jpeg.rf.eb98932e6e080af25142040913b7a85f.jpg,data/raw/valid/images/0288_jpeg.rf.eb98932e6e080af25142040913b7a85f.jpg,high_only,lettuce
0288_jpeg.rf.eb98932e6e080af25142040913b7a85f.jpg,data/raw/valid/images/0288_jpeg.rf.eb98932e6e080af25142040913b7a85f.jpg,high_only,strawberry
enetmscx30971_jpg.rf.2f8b543a3db5ac13fdae28f8ec78ab84.jpg,data/raw/valid/images/enetmscx30971_jpg.rf.2f8b543a3db5ac13fdae28f8ec78ab84.jpg,high_only,egg
enetmscx30971_jpg.rf.2f8b543a3db5ac13fdae28f8ec78ab84.jpg,data/raw/valid/images/enetmscx30971_jpg.rf.2f8b543a3db5ac13fdae28f8ec78ab84.jpg,high_only,hot sauce
enetmscx30971_jpg.rf.2f8b543a3db5ac13fdae28f8ec78ab84.jpg,data/raw/valid/images/enetmscx30971_jpg.rf.2f8b543a3db5ac13fdae28f8ec78ab84.jpg,high_only,ketchup
enetmscx30971_jpg.rf.2f8b543a3db5ac13fdae28f8ec78ab84.jpg,data/raw/valid/images/enetmscx30971_jpg.rf.2f8b543a3db5ac13fdae28f8ec78ab84.jpg,high_only,mayonnaise
enetmscx30971_jpg.rf.2f8b543a3db5ac13fdae28f8ec78ab84.jpg,data/raw/valid/images/enetmscx30971_jpg.rf.2f8b543a3db5ac13fdae28f8ec78ab84.jpg,high_only,meat
enetmscx30971_jpg.rf.2f8b543a3db5ac13fdae28f8ec78ab84.jpg,data/raw/valid/images/enetmscx30971_jpg.rf.2f8b543a3db5ac13fdae28f8ec78ab84.jpg,high_only,milk
enetmscx30971_jpg.rf.2f8b543a3db5ac13fdae28f8ec78ab84.jpg,data/raw/valid/images/enetmscx30971_jpg.rf.2f8b543a3db5ac13fdae28f8ec78ab84.jpg,high_only,mustard
enetmscx30971_jpg.rf.2f8b543a3db5ac13fdae28f8ec78ab84.jpg,data/raw/valid/images/enetmscx30971_jpg.rf.2f8b543a3db5ac13fdae28f8ec78ab84.jpg,high_only,salad dressing
enetmscx30971_jpg.rf.2f8b543a3db5ac13fdae28f8ec78ab84.jpg,data/raw/valid/images/enetmscx30971_jpg.rf.2f8b543a3db5ac13fdae28f8ec78ab84.jpg,high_only,yogurt
20250619_232842_jpg.rf.9c57487915939de0d9e83603ac5ff1df.jpg,data/raw/valid/images/20250619_232842_jpg.rf.9c57487915939de0d9e83603ac5ff1df.jpg,high_only,hazelnut spread
20250619_232842_jpg.rf.9c57487915939de0d9e83603ac5ff1df.jpg,data/raw/valid/images/20250619_232842_jpg.rf.9c57487915939de0d9e83603ac5ff1df.jpg,high_only,lime
20250619_232842_jpg.rf.9c57487915939de0d9e83603ac5ff1df.jpg,data/raw/valid/images/20250619_232842_jpg.rf.9c57487915939de0d9e83603ac5ff1df.jpg,high_only,tangerine
qus214j0so7e1_jpeg.rf.a5de4b042cd8e9380831cce3b183e31c.jpg,data/raw/valid/images/qus214j0so7e1_jpeg.rf.a5de4b042cd8e9380831cce3b183e31c.jpg,high_only,cheese
qus214j0so7e1_jpeg.rf.a5de4b042cd8e9380831cce3b183e31c.jpg,data/raw/valid/images/qus214j0so7e1_jpeg.rf.a5de4b042cd8e9380831cce3b183e31c.jpg,high_only,grape
xpne72f2b7561_jpg.rf.237e54834aedda4fd4df61eb9ee14366.jpg,data/raw/valid/images/xpne72f2b7561_jpg.rf.237e54834aedda4fd4df61eb9ee14366.jpg,high_only,hash brown
xpne72f2b7561_jpg.rf.237e54834aedda4fd4df61eb9ee14366.jpg,data/raw/valid/images/xpne72f2b7561_jpg.rf.237e54834aedda4fd4df61eb9ee14366.jpg,high_only,milk
xpne72f2b7561_jpg.rf.237e54834aedda4fd4df61eb9ee14366.jpg,data/raw/valid/images/xpne72f2b7561_jpg.rf.237e54834aedda4fd4df61eb9ee14366.jpg,high_only,peanut butter
DSC_6028_JPG_jpg.rf.4128319ec41fa3d1c67d76ae8f167932.jpg,data/raw/valid/images/DSC_6028_JPG_jpg.rf.4128319ec41fa3d1c67d76ae8f167932.jpg,high_only,bread
DSC_6028_JPG_jpg.rf.4128319ec41fa3d1c67d76ae8f167932.jpg,data/raw/valid/images/DSC_6028_JPG_jpg.rf.4128319ec41fa3d1c67d76ae8f167932.jpg,high_only,butter
DSC_6028_JPG_jpg.rf.4128319ec41fa3d1c67d76ae8f167932.jpg,data/raw/valid/images/DSC_6028_JPG_jpg.rf.4128319ec41fa3d1c67d76ae8f167932.jpg,high_only,chicken
20250620_232559_jpg.rf.c8269223f51722c7893bea3b5ae28175.jpg,data/raw/valid/images/20250620_232559_jpg.rf.c8269223f51722c7893bea3b5ae28175.jpg,high_only,lettuce
20250620_232559_jpg.rf.c8269223f51722c7893bea3b5ae28175.jpg,data/raw/valid/images/20250620_232559_jpg.rf.c8269223f51722c7893bea3b5ae28175.jpg,high_only,lime
20250620_232559_jpg.rf.c8269223f51722c7893bea3b5ae28175.jpg,data/raw/valid/images/20250620_232559_jpg.rf.c8269223f51722c7893bea3b5ae28175.jpg,high_only,strawberry
20250620_232559_jpg.rf.c8269223f51722c7893bea3b5ae28175.jpg,data/raw/valid/images/20250620_232559_jpg.rf.c8269223f51722c7893bea3b5ae28175.jpg,high_only,yogurt
DSC_6088_JPG_jpg.rf.fae5cb616201a492e7bb51ff056e7c11.jpg,data/raw/valid/images/DSC_6088_JPG_jpg.rf.fae5cb616201a492e7bb51ff056e7c11.jpg,high_only,almond milk
DSC_6088_JPG_jpg.rf.fae5cb616201a492e7bb51ff056e7c11.jpg,data/raw/valid/images/DSC_6088_JPG_jpg.rf.fae5cb616201a492e7bb51ff056e7c11.jpg,high_only,bread
j1pfsemgagce1_jpeg.rf.e7dd3c6fab42bce2f9a6e18ceacac212.jpg,data/raw/valid/images/j1pfsemgagce1_jpeg.rf.e7dd3c6fab42bce2f9a6e18ceacac212.jpg,high_only,bacon
j1pfsemgagce1_jpeg.rf.e7dd3c6fab42bce2f9a6e18ceacac212.jpg,data/raw/valid/images/j1pfsemgagce1_jpeg.rf.e7dd3c6fab42bce2f9a6e18ceacac212.jpg,high_only,celery
j1pfsemgagce1_jpeg.rf.e7dd3c6fab42bce2f9a6e18ceacac212.jpg,data/raw/valid/images/j1pfsemgagce1_jpeg.rf.e7dd3c6fab42bce2f9a6e18ceacac212.jpg,high_only,cheese
j1pfsemgagce1_jpeg.rf.e7dd3c6fab42bce2f9a6e18ceacac212.jpg,data/raw/valid/images/j1pfsemgagce1_jpeg.rf.e7dd3c6fab42bce2f9a6e18ceacac212.jpg,high_only,garlic
j1pfsemgagce1_jpeg.rf.e7dd3c6fab42bce2f9a6e18ceacac212.jpg,data/raw/valid/images/j1pfsemgagce1_jpeg.rf.e7dd3c6fab42bce2f9a6e18ceacac212.jpg,high_only,lettuce
j1pfsemgagce1_jpeg.rf.e7dd3c6fab42bce2f9a6e18ceacac212.jpg,data/raw/valid/images/j1pfsemgagce1_jpeg.rf.e7dd3c6fab42bce2f9a6e18ceacac212.jpg,high_only,margarine
j1pfsemgagce1_jpeg.rf.e7dd3c6fab42bce2f9a6e18ceacac212.jpg,data/raw/valid/images/j1pfsemgagce1_jpeg.rf.e7dd3c6fab42bce2f9a6e18ceacac212.jpg,high_only,mushroom
544pc5m6hm9e1_jpeg.rf.1031e131876f7959e7c714ee8d527dcb.jpg,data/raw/valid/images/544pc5m6hm9e1_jpeg.rf.1031e131876f7959e7c714ee8d527dcb.jpg,high_only,bread
544pc5m6hm9e1_jpeg.rf.1031e131876f7959e7c714ee8d527dcb.jpg,data/raw/valid/images/544pc5m6hm9e1_jpeg.rf.1031e131876f7959e7c714ee8d527dcb.jpg,high_only,mayonnaise
544pc5m6hm9e1_jpeg.rf.1031e131876f7959e7c714ee8d527dcb.jpg,data/raw/valid/images/544pc5m6hm9e1_jpeg.rf.1031e131876f7959e7c714ee8d527dcb.jpg,high_only,yogurt
0080_jpeg.rf.90eae1d71a74e5341b00f86d3db84833.jpg,data/raw/test/images/0080_jpeg.rf.90eae1d71a74e5341b00f86d3db84833.jpg,high_only,mayonnaise
0080_jpeg.rf.90eae1d71a74e5341b00f86d3db84833.jpg,data/raw/test/images/0080_jpeg.rf.90eae1d71a74e5341b00f86d3db84833.jpg,high_only,tortilla chip
20250619_172819_jpg.rf.797f92ebb9da0ec6fe321da1b0e9a8c2.jpg,data/raw/test/images/20250619_172819_jpg.rf.797f92ebb9da0ec6fe321da1b0e9a8c2.jpg,high_only,eggplant
20250619_172819_jpg.rf.797f92ebb9da0ec6fe321da1b0e9a8c2.jpg,data/raw/test/images/20250619_172819_jpg.rf.797f92ebb9da0ec6fe321da1b0e9a8c2.jpg,high_only,lettuce
xgzzcfjmxp5e1_jpeg.rf.abd269b99cd032d9793dce0ce002b703.jpg,data/raw/test/images/xgzzcfjmxp5e1_jpeg.rf.abd269b99cd032d9793dce0ce002b703.jpg,high_only,cookies
xgzzcfjmxp5e1_jpeg.rf.abd269b99cd032d9793dce0ce002b703.jpg,data/raw/test/images/xgzzcfjmxp5e1_jpeg.rf.abd269b99cd032d9793dce0ce002b703.jpg,high_only,salad
DSC_5945_JPG_jpg.rf.4251f764e472849445aa75da2d78d06b.jpg,data/raw/test/images/DSC_5945_JPG_jpg.rf.4251f764e472849445aa75da2d78d06b.jpg,high_only,cucumber
4a4awnmnx2de1_jpeg.rf.1908b305d0d936807037dbb1b0a7c6d2.jpg,data/raw/test/images/4a4awnmnx2de1_jpeg.rf.1908b305d0d936807037dbb1b0a7c6d2.jpg,high_only,hot sauce
4a4awnmnx2de1_jpeg.rf.1908b305d0d936807037dbb1b0a7c6d2.jpg,data/raw/test/images/4a4awnmnx2de1_jpeg.rf.1908b305d0d936807037dbb1b0a7c6d2.jpg,high_only,pasta
4a4awnmnx2de1_jpeg.rf.1908b305d0d936807037dbb1b0a7c6d2.jpg,data/raw/test/images/4a4awnmnx2de1_jpeg.rf.1908b305d0d936807037dbb1b0a7c6d2.jpg,high_only,soy sauce
4a4awnmnx2de1_jpeg.rf.1908b305d0d936807037dbb1b0a7c6d2.jpg,data/raw/test/images/4a4awnmnx2de1_jpeg.rf.1908b305d0d936807037dbb1b0a7c6d2.jpg,high_only,sparkling water
4a4awnmnx2de1_jpeg.rf.1908b305d0d936807037dbb1b0a7c6d2.jpg,data/raw/test/images/4a4awnmnx2de1_jpeg.rf.1908b305d0d936807037dbb1b0a7c6d2.jpg,high_only,yogurt
20250619_172603_jpg.rf.e2989fe292b58d32319d6269dfa93833.jpg,data/raw/test/images/20250619_172603_jpg.rf.e2989fe292b58d32319d6269dfa93833.jpg,high_only,butter
20250619_172603_jpg.rf.e2989fe292b58d32319d6269dfa93833.jpg,data/raw/test/images/20250619_172603_jpg.rf.e2989fe292b58d32319d6269dfa93833.jpg,high_only,cheese
20250619_172603_jpg.rf.e2989fe292b58d32319d6269dfa93833.jpg,data/raw/test/images/20250619_172603_jpg.rf.e2989fe292b58d32319d6269dfa93833.jpg,high_only,mustard
20250619_172603_jpg.rf.e2989fe292b58d32319d6269dfa93833.jpg,data/raw/test/images/20250619_172603_jpg.rf.e2989fe292b58d32319d6269dfa93833.jpg,high_only,syrup
20250619_172603_jpg.rf.e2989fe292b58d32319d6269dfa93833.jpg,data/raw/test/images/20250619_172603_jpg.rf.e2989fe292b58d32319d6269dfa93833.jpg,high_only,yogurt
20250620_192116_jpg.rf.8331f9f5b12682011836323ff4238095.jpg,data/raw/test/images/20250620_192116_jpg.rf.8331f9f5b12682011836323ff4238095.jpg,high_only,lettuce
