image_id,image_path,strategy,false_negative
DSC_6037_JPG_jpg.rf.e2101670d0bbd45cf7da6475f555ec29.jpg,data/raw/valid/images/DSC_6037_JPG_jpg.rf.e2101670d0bbd45cf7da6475f555ec29.jpg,high_only,lemon
DSC_6037_JPG_jpg.rf.e2101670d0bbd45cf7da6475f555ec29.jpg,data/raw/valid/images/DSC_6037_JPG_jpg.rf.e2101670d0bbd45cf7da6475f555ec29.jpg,high_only,meat
0300_jpeg.rf.59609d1423cad492f6c67278fc4ac662.jpg,data/raw/valid/images/0300_jpeg.rf.59609d1423cad492f6c67278fc4ac662.jpg,high_only,cola
0300_jpeg.rf.59609d1423cad492f6c67278fc4ac662.jpg,data/raw/valid/images/0300_jpeg.rf.59609d1423cad492f6c67278fc4ac662.jpg,high_only,ketchup
0300_jpeg.rf.59609d1423cad492f6c67278fc4ac662.jpg,data/raw/valid/images/0300_jpeg.rf.59609d1423cad492f6c67278fc4ac662.jpg,high_only,kiwi
0300_jpeg.rf.59609d1423cad492f6c67278fc4ac662.jpg,data/raw/valid/images/0300_jpeg.rf.59609d1423cad492f6c67278fc4ac662.jpg,high_only,mayonnaise
0300_jpeg.rf.59609d1423cad492f6c67278fc4ac662.jpg,data/raw/valid/images/0300_jpeg.rf.59609d1423cad492f6c67278fc4ac662.jpg,high_only,meat
0300_jpeg.rf.59609d1423cad492f6c67278fc4ac662.jpg,data/raw/valid/images/0300_jpeg.rf.59609d1423cad492f6c67278fc4ac662.jpg,high_only,olive
0300_jpeg.rf.59609d1423cad492f6c67278fc4ac662.jpg,data/raw/valid/images/0300_jpeg.rf.59609d1423cad492f6c67278fc4ac662.jpg,high_only,picante sauce
0300_jpeg.rf.59609d1423cad492f6c67278fc4ac662.jpg,data/raw/valid/images/0300_jpeg.rf.59609d1423cad492f6c67278fc4ac662.jpg,high_only,tortilla
0299_jpeg.rf.d49f98a6eaa13c6ba5b4ac91a30dee95.jpg,data/raw/valid/images/0299_jpeg.rf.d49f98a6eaa13c6ba5b4ac91a30dee95.jpg,high_only,rice drink
0861_jpeg.rf.0b3edf4571a0f7b914542343f5611dc1.jpg,data/raw/valid/images/0861_jpeg.rf.0b3edf4571a0f7b914542343f5611dc1.jpg,high_only,butter
0861_jpeg.rf.0b3edf4571a0f7b914542343f5611dc1.jpg,data/raw/valid/images/0861_jpeg.rf.0b3edf4571a0f7b914542343f5611dc1.jpg,high_only,coffee creamer
0861_jpeg.rf.0b3edf4571a0f7b914542343f5611dc1.jpg,data/raw/valid/images/0861_jpeg.rf.0b3edf4571a0f7b914542343f5611dc1.jpg,high_only,dip
0861_jpeg.rf.0b3edf4571a0f7b914542343f5611dc1.jpg,data/raw/valid/images/0861_jpeg.rf.0b3edf4571a0f7b914542343f5611dc1.jpg,high_only,energy drink
0861_jpeg.rf.0b3edf4571a0f7b914542343f5611dc1.jpg,data/raw/valid/images/0861_jpeg.rf.0b3edf4571a0f7b914542343f5611dc1.jpg,high_only,salad
0861_jpeg.rf.0b3edf4571a0f7b914542343f5611dc1.jpg,data/raw/valid/images/0861_jpeg.rf.0b3edf4571a0f7b914542343f5611dc1.jpg,high_only,sausage
0861_jpeg.rf.0b3edf4571a0f7b914542343f5611dc1.jpg,data/raw/valid/images/0861_jpeg.rf.0b3edf4571a0f7b914542343f5611dc1.jpg,high_only,sour cream
0861_jpeg.rf.0b3edf4571a0f7b914542343f5611dc1.jpg,data/raw/valid/images/0861_jpeg.rf.0b3edf4571a0f7b914542343f5611dc1.jpg,high_only,tomato
0861_jpeg.rf.0b3edf4571a0f7b914542343f5611dc1.jpg,data/raw/valid/images/0861_jpeg.rf.0b3edf4571a0f7b914542343f5611dc1.jpg,high_only,whipping cream
20250620_232535_jpg.rf.64b76bb20e5863b60bdca52244cb5799.jpg,data/raw/valid/images/20250620_232535_jpg.rf.64b76bb20e5863b60bdca52244cb5799.jpg,high_only,bell pepper
20250620_232535_jpg.rf.64b76bb20e5863b60bdca52244cb5799.jpg,data/raw/valid/images/20250620_232535_jpg.rf.64b76bb20e5863b60bdca52244cb5799.jpg,high_only,lemon
20250621_003504_jpg.rf.1e8f0ad8e4a09e24b3ee5be9be636643.jpg,data/raw/valid/images/20250621_003504_jpg.rf.1e8f0ad8e4a09e24b3ee5be9be636643.jpg,high_only,apple
20250621_003504_jpg.rf.1e8f0ad8e4a09e24b3ee5be9be636643.jpg,data/raw/valid/images/20250621_003504_jpg.rf.1e8f0ad8e4a09e24b3ee5be9be636643.jpg,high_only,cucumber
20250621_003504_jpg.rf.1e8f0ad8e4a09e24b3ee5be9be636643.jpg,data/raw/valid/images/20250621_003504_jpg.rf.1e8f0ad8e4a09e24b3ee5be9be636643.jpg,high_only,meat
DSC_6179_JPG_jpg.rf.8bdda49c3e4a5c8995a0f5005e80e92b.jpg,data/raw/valid/images/DSC_6179_JPG_jpg.rf.8bdda49c3e4a5c8995a0f5005e80e92b.jpg,high_only,egg
DSC_6179_JPG_jpg.rf.8bdda49c3e4a5c8995a0f5005e80e92b.jpg,data/raw/valid/images/DSC_6179_JPG_jpg.rf.8bdda49c3e4a5c8995a0f5005e80e92b.jpg,high_only,salt
DSC_6179_JPG_jpg.rf.8bdda49c3e4a5c8995a0f5005e80e92b.jpg,data/raw/valid/images/DSC_6179_JPG_jpg.rf.8bdda49c3e4a5c8995a0f5005e80e92b.jpg,high_only,sugar
lk0o3x3c3t8e1_jpeg.rf.463cdb941831a325bdd27bec3e7cb8ad.jpg,data/raw/valid/images/lk0o3x3c3t8e1_jpeg.rf.463cdb941831a325bdd27bec3e7cb8ad.jpg,high_only,bread
lk0o3x3c3t8e1_jpeg.rf.463cdb941831a325bdd27bec3e7cb8ad.jpg,data/raw/valid/images/lk0o3x3c3t8e1_jpeg.rf.463cdb941831a325bdd27bec3e7cb8ad.jpg,high_only,salad
lk0o3x3c3t8e1_jpeg.rf.463cdb941831a325bdd27bec3e7cb8ad.jpg,data/raw/valid/images/lk0o3x3c3t8e1_jpeg.rf.463cdb941831a325bdd27bec3e7cb8ad.jpg,high_only,whipped cream
0288_jpeg.rf.eb98932e6e080af25142040913b7a85f.jpg,data/raw/valid/images/0288_jpeg.rf.eb98932e6e080af25142040913b7a85f.jpg,high_only,cabbage
0288_jpeg.rf.eb98932e6e080af25142040913b7a85f.jpg,data/raw/valid/images/0288_jpeg.rf.eb98932e6e080af25142040913b7a85f.jpg,high_only,chocolate
0288_jpeg.rf.eb98932e6e080af25142040913b7a85f.jpg,data/raw/valid/images/0288_jpeg.rf.eb98932e6e080af25142040913b7a85f.jpg,high_only,cola
0288_jpeg.rf.eb98932e6e080af25142040913b7a85f.jpg,data/raw/valid/images/0288_jpeg.rf.eb98932e6e080af25142040913b7a85f.jpg,high_only,egg
0288_jpeg.rf.eb98932e6e080af25142040913b7a85f.jpg,data/raw/valid/images/0288_jpeg.rf.eb98932e6e080af25142040913b7a85f.jpg,high_only,energy drink
0288_jpeg.rf.eb98932e6e080af25142040913b7a85f.jpg,data/raw/valid/images/0288_jpeg.rf.eb98932e6e080af25142040913b7a85f.jpg,high_only,ketchup
0288_jpeg.rf.eb98932e6e080af25142040913b7a85f.jpg,data/raw/valid/images/0288_jpeg.rf.eb98932e6e080af25142040913b7a85f.jpg,high_only,orange
0288_jpeg.rf.eb98932e6e080af25142040913b7a85f.jpg,data/raw/valid/images/0288_jpeg.rf.eb98932e6e080af25142040913b7a85f.jpg,high_only,tomato
0288_jpeg.rf.eb98932e6e080af25142040913b7a85f.jpg,data/raw/valid/images/0288_jpeg.rf.eb98932e6e080af25142040913b7a85f.jpg,high_only,zucchini
enetmscx30971_jpg.rf.2f8b543a3db5ac13fdae28f8ec78ab84.jpg,data/raw/valid/images/enetmscx30971_jpg.rf.2f8b543a3db5ac13fdae28f8ec78ab84.jpg,high_only,carrot
enetmscx30971_jpg.rf.2f8b543a3db5ac13fdae28f8ec78ab84.jpg,data/raw/valid/images/enetmscx30971_jpg.rf.2f8b543a3db5ac13fdae28f8ec78ab84.jpg,high_only,gochujang
20250619_232842_jpg.rf.9c57487915939de0d9e83603ac5ff1df.jpg,data/raw/valid/images/20250619_232842_jpg.rf.9c57487915939de0d9e83603ac5ff1df.jpg,high_only,banana
20250619_232842_jpg.rf.9c57487915939de0d9e83603ac5ff1df.jpg,data/raw/valid/images/20250619_232842_jpg.rf.9c57487915939de0d9e83603ac5ff1df.jpg,high_only,bell pepper
20250619_232842_jpg.rf.9c57487915939de0d9e83603ac5ff1df.jpg,data/raw/valid/images/20250619_232842_jpg.rf.9c57487915939de0d9e83603ac5ff1df.jpg,high_only,lemon
20250619_232842_jpg.rf.9c57487915939de0d9e83603ac5ff1df.jpg,data/raw/valid/images/20250619_232842_jpg.rf.9c57487915939de0d9e83603ac5ff1df.jpg,high_only,meat
qus214j0so7e1_jpeg.rf.a5de4b042cd8e9380831cce3b183e31c.jpg,data/raw/valid/images/qus214j0so7e1_jpeg.rf.a5de4b042cd8e9380831cce3b183e31c.jpg,high_only,basil
qus214j0so7e1_jpeg.rf.a5de4b042cd8e9380831cce3b183e31c.jpg,data/raw/valid/images/qus214j0so7e1_jpeg.rf.a5de4b042cd8e9380831cce3b183e31c.jpg,high_only,beef broth
qus214j0so7e1_jpeg.rf.a5de4b042cd8e9380831cce3b183e31c.jpg,data/raw/valid/images/qus214j0so7e1_jpeg.rf.a5de4b042cd8e9380831cce3b183e31c.jpg,high_only,brussels sprouts
qus214j0so7e1_jpeg.rf.a5de4b042cd8e9380831cce3b183e31c.jpg,data/raw/valid/images/qus214j0so7e1_jpeg.rf.a5de4b042cd8e9380831cce3b183e31c.jpg,high_only,egg
qus214j0so7e1_jpeg.rf.a5de4b042cd8e9380831cce3b183e31c.jpg,data/raw/valid/images/qus214j0so7e1_jpeg.rf.a5de4b042cd8e9380831cce3b183e31c.jpg,high_only,flaxseed
qus214j0so7e1_jpeg.rf.a5de4b042cd8e9380831cce3b183e31c.jpg,data/raw/valid/images/qus214j0so7e1_jpeg.rf.a5de4b042cd8e9380831cce3b183e31c.jpg,high_only,hourmet
qus214j0so7e1_jpeg.rf.a5de4b042cd8e9380831cce3b183e31c.jpg,data/raw/valid/images/qus214j0so7e1_jpeg.rf.a5de4b042cd8e9380831cce3b183e31c.jpg,high_only,spinach
qus214j0so7e1_jpeg.rf.a5de4b042cd8e9380831cce3b183e31c.jpg,data/raw/valid/images/qus214j0so7e1_jpeg.rf.a5de4b042cd8e9380831cce3b183e31c.jpg,high_only,yogurt
DSC_6028_JPG_jpg.rf.4128319ec41fa3d1c67d76ae8f167932.jpg,data/raw/valid/images/DSC_6028_JPG_jpg.rf.4128319ec41fa3d1c67d76ae8f167932.jpg,high_only,meat
DSC_6028_JPG_jpg.rf.4128319ec41fa3d1c67d76ae8f167932.jpg,data/raw/valid/images/DSC_6028_JPG_jpg.rf.4128319ec41fa3d1c67d76ae8f167932.jpg,high_only,potato
20250620_232559_jpg.rf.c8269223f51722c7893bea3b5ae28175.jpg,data/raw/valid/images/20250620_232559_jpg.rf.c8269223f51722c7893bea3b5ae28175.jpg,high_only,bell pepper
20250620_232559_jpg.rf.c8269223f51722c7893bea3b5ae28175.jpg,data/raw/valid/images/20250620_232559_jpg.rf.c8269223f51722c7893bea3b5ae28175.jpg,high_only,lemon
DSC_6088_JPG_jpg.rf.fae5cb616201a492e7bb51ff056e7c11.jpg,data/raw/valid/images/DSC_6088_JPG_jpg.rf.fae5cb616201a492e7bb51ff056e7c11.jpg,high_only,egg
DSC_6088_JPG_jpg.rf.fae5cb616201a492e7bb51ff056e7c11.jpg,data/raw/valid/images/DSC_6088_JPG_jpg.rf.fae5cb616201a492e7bb51ff056e7c11.jpg,high_only,meat
DSC_6088_JPG_jpg.rf.fae5cb616201a492e7bb51ff056e7c11.jpg,data/raw/valid/images/DSC_6088_JPG_jpg.rf.fae5cb616201a492e7bb51ff056e7c11.jpg,high_only,potato
j1pfsemgagce1_jpeg.rf.e7dd3c6fab42bce2f9a6e18ceacac212.jpg,data/raw/valid/images/j1pfsemgagce1_jpeg.rf.e7dd3c6fab42bce2f9a6e18ceacac212.jpg,high_only,beef
j1pfsemgagce1_jpeg.rf.e7dd3c6fab42bce2f9a6e18ceacac212.jpg,data/raw/valid/images/j1pfsemgagce1_jpeg.rf.e7dd3c6fab42bce2f9a6e18ceacac212.jpg,high_only,cabbage
j1pfsemgagce1_jpeg.rf.e7dd3c6fab42bce2f9a6e18ceacac212.jpg,data/raw/valid/images/j1pfsemgagce1_jpeg.rf.e7dd3c6fab42bce2f9a6e18ceacac212.jpg,high_only,egg
j1pfsemgagce1_jpeg.rf.e7dd3c6fab42bce2f9a6e18ceacac212.jpg,data/raw/valid/images/j1pfsemgagce1_jpeg.rf.e7dd3c6fab42bce2f9a6e18ceacac212.jpg,high_only,meat
j1pfsemgagce1_jpeg.rf.e7dd3c6fab42bce2f9a6e18ceacac212.jpg,data/raw/valid/images/j1pfsemgagce1_jpeg.rf.e7dd3c6fab42bce2f9a6e18ceacac212.jpg,high_only,tomato
j1pfsemgagce1_jpeg.rf.e7dd3c6fab42bce2f9a6e18ceacac212.jpg,data/raw/valid/images/j1pfsemgagce1_jpeg.rf.e7dd3c6fab42bce2f9a6e18ceacac212.jpg,high_only,yogurt
544pc5m6hm9e1_jpeg.rf.1031e131876f7959e7c714ee8d527dcb.jpg,data/raw/valid/images/544pc5m6hm9e1_jpeg.rf.1031e131876f7959e7c714ee8d527dcb.jpg,high_only,anderson erickson dairy
544pc5m6hm9e1_jpeg.rf.1031e131876f7959e7c714ee8d527dcb.jpg,data/raw/valid/images/544pc5m6hm9e1_jpeg.rf.1031e131876f7959e7c714ee8d527dcb.jpg,high_only,broccoli
544pc5m6hm9e1_jpeg.rf.1031e131876f7959e7c714ee8d527dcb.jpg,data/raw/valid/images/544pc5m6hm9e1_jpeg.rf.1031e131876f7959e7c714ee8d527dcb.jpg,high_only,cheese
544pc5m6hm9e1_jpeg.rf.1031e131876f7959e7c714ee8d527dcb.jpg,data/raw/valid/images/544pc5m6hm9e1_jpeg.rf.1031e131876f7959e7c714ee8d527dcb.jpg,high_only,salsa
0080_jpeg.rf.90eae1d71a74e5341b00f86d3db84833.jpg,data/raw/test/images/0080_jpeg.rf.90eae1d71a74e5341b00f86d3db84833.jpg,high_only,butter
0080_jpeg.rf.90eae1d71a74e5341b00f86d3db84833.jpg,data/raw/test/images/0080_jpeg.rf.90eae1d71a74e5341b00f86d3db84833.jpg,high_only,dip
0080_jpeg.rf.90eae1d71a74e5341b00f86d3db84833.jpg,data/raw/test/images/0080_jpeg.rf.90eae1d71a74e5341b00f86d3db84833.jpg,high_only,ranch
0080_jpeg.rf.90eae1d71a74e5341b00f86d3db84833.jpg,data/raw/test/images/0080_jpeg.rf.90eae1d71a74e5341b00f86d3db84833.jpg,high_only,salad
0080_jpeg.rf.90eae1d71a74e5341b00f86d3db84833.jpg,data/raw/test/images/0080_jpeg.rf.90eae1d71a74e5341b00f86d3db84833.jpg,high_only,soy sauce
0080_jpeg.rf.90eae1d71a74e5341b00f86d3db84833.jpg,data/raw/test/images/0080_jpeg.rf.90eae1d71a74e5341b00f86d3db84833.jpg,high_only,whipped cream
20250619_172819_jpg.rf.797f92ebb9da0ec6fe321da1b0e9a8c2.jpg,data/raw/test/images/20250619_172819_jpg.rf.797f92ebb9da0ec6fe321da1b0e9a8c2.jpg,high_only,meat
20250619_172819_jpg.rf.797f92ebb9da0ec6fe321da1b0e9a8c2.jpg,data/raw/test/images/20250619_172819_jpg.rf.797f92ebb9da0ec6fe321da1b0e9a8c2.jpg,high_only,pickle
xgzzcfjmxp5e1_jpeg.rf.abd269b99cd032d9793dce0ce002b703.jpg,data/raw/test/images/xgzzcfjmxp5e1_jpeg.rf.abd269b99cd032d9793dce0ce002b703.jpg,high_only,blueberry
xgzzcfjmxp5e1_jpeg.rf.abd269b99cd032d9793dce0ce002b703.jpg,data/raw/test/images/xgzzcfjmxp5e1_jpeg.rf.abd269b99cd032d9793dce0ce002b703.jpg,high_only,chocolate
xgzzcfjmxp5e1_jpeg.rf.abd269b99cd032d9793dce0ce002b703.jpg,data/raw/test/images/xgzzcfjmxp5e1_jpeg.rf.abd269b99cd032d9793dce0ce002b703.jpg,high_only,lemon
xgzzcfjmxp5e1_jpeg.rf.abd269b99cd032d9793dce0ce002b703.jpg,data/raw/test/images/xgzzcfjmxp5e1_jpeg.rf.abd269b99cd032d9793dce0ce002b703.jpg,high_only,mustard
xgzzcfjmxp5e1_jpeg.rf.abd269b99cd032d9793dce0ce002b703.jpg,data/raw/test/images/xgzzcfjmxp5e1_jpeg.rf.abd269b99cd032d9793dce0ce002b703.jpg,high_only,oat milk
xgzzcfjmxp5e1_jpeg.rf.abd269b99cd032d9793dce0ce002b703.jpg,data/raw/test/images/xgzzcfjmxp5e1_jpeg.rf.abd269b99cd032d9793dce0ce002b703.jpg,high_only,pineapple
xgzzcfjmxp5e1_jpeg.rf.abd269b99cd032d9793dce0ce002b703.jpg,data/raw/test/images/xgzzcfjmxp5e1_jpeg.rf.abd269b99cd032d9793dce0ce002b703.jpg,high_only,smoothie pops
xgzzcfjmxp5e1_jpeg.rf.abd269b99cd032d9793dce0ce002b703.jpg,data/raw/test/images/xgzzcfjmxp5e1_jpeg.rf.abd269b99cd032d9793dce0ce002b703.jpg,high_only,strawberry
xgzzcfjmxp5e1_jpeg.rf.abd269b99cd032d9793dce0ce002b703.jpg,data/raw/test/images/xgzzcfjmxp5e1_jpeg.rf.abd269b99cd032d9793dce0ce002b703.jpg,high_only,tomato
DSC_6083_JPG_jpg.rf.df29adfe178065c77312d399adf207ea.jpg,data/raw/test/images/DSC_6083_JPG_jpg.rf.df29adfe178065c77312d399adf207ea.jpg,high_only,egg
DSC_6083_JPG_jpg.rf.df29adfe178065c77312d399adf207ea.jpg,data/raw/test/images/DSC_6083_JPG_jpg.rf.df29adfe178065c77312d399adf207ea.jpg,high_only,meat
DSC_6083_JPG_jpg.rf.df29adfe178065c77312d399adf207ea.jpg,data/raw/test/images/DSC_6083_JPG_jpg.rf.df29adfe178065c77312d399adf207ea.jpg,high_only,potato
DSC_5945_JPG_jpg.rf.4251f764e472849445aa75da2d78d06b.jpg,data/raw/test/images/DSC_5945_JPG_jpg.rf.4251f764e472849445aa75da2d78d06b.jpg,high_only,chicken
