image_id,image_path,false_negative,normalized_ground_truth,normalized_vlm_predictions
20250621_150036_jpg.rf.a973c2823304b1209f3edfe6f40eb2d8.jpg,data/raw/valid/images/20250621_150036_jpg.rf.a973c2823304b1209f3edfe6f40eb2d8.jpg,lemon,cucumber; bell pepper; lemon; lime; banana; tomato; apple; ketchup; cheese; lettuce; yogurt; chicken; carrot; potato,lettuce; tomato; potato; cucumber; banana; cheese; bell pepper; lime; apple; peach; ketchup; yogurt; meat
20250620_232903_jpg.rf.738732a82979928a2e5a2495f2729304.jpg,data/raw/valid/images/20250620_232903_jpg.rf.738732a82979928a2e5a2495f2729304.jpg,apple,spinach; carrot; tomato; butter; yogurt; apple; cucumber; banana; blueberry; meat; pickle; bell pepper,tomato; carrot; spinach; yogurt; cheese; chicken; butter; cucumber; blueberry
20250620_232903_jpg.rf.738732a82979928a2e5a2495f2729304.jpg,data/raw/valid/images/20250620_232903_jpg.rf.738732a82979928a2e5a2495f2729304.jpg,banana,spinach; carrot; tomato; butter; yogurt; apple; cucumber; banana; blueberry; meat; pickle; bell pepper,tomato; carrot; spinach; yogurt; cheese; chicken; butter; cucumber; blueberry
20250620_232903_jpg.rf.738732a82979928a2e5a2495f2729304.jpg,data/raw/valid/images/20250620_232903_jpg.rf.738732a82979928a2e5a2495f2729304.jpg,bell pepper,spinach; carrot; tomato; butter; yogurt; apple; cucumber; banana; blueberry; meat; pickle; bell pepper,tomato; carrot; spinach; yogurt; cheese; chicken; butter; cucumber; blueberry
20250620_232903_jpg.rf.738732a82979928a2e5a2495f2729304.jpg,data/raw/valid/images/20250620_232903_jpg.rf.738732a82979928a2e5a2495f2729304.jpg,meat,spinach; carrot; tomato; butter; yogurt; apple; cucumber; banana; blueberry; meat; pickle; bell pepper,tomato; carrot; spinach; yogurt; cheese; chicken; butter; cucumber; blueberry
20250620_232903_jpg.rf.738732a82979928a2e5a2495f2729304.jpg,data/raw/valid/images/20250620_232903_jpg.rf.738732a82979928a2e5a2495f2729304.jpg,pickle,spinach; carrot; tomato; butter; yogurt; apple; cucumber; banana; blueberry; meat; pickle; bell pepper,tomato; carrot; spinach; yogurt; cheese; chicken; butter; cucumber; blueberry
20250619_171703_jpg.rf.f2c98ffe198a124c809789b5af90b5fb.jpg,data/raw/valid/images/20250619_171703_jpg.rf.f2c98ffe198a124c809789b5af90b5fb.jpg,mushroom,carrot; pickle; hot sauce; jam; mushroom,carrot; yogurt; jam; pickle; mustard; hot sauce; beer; honey; pesto
0990_jpeg.rf.97fa096fb84d3aa9f434177b9ae78c52.jpg,data/raw/valid/images/0990_jpeg.rf.97fa096fb84d3aa9f434177b9ae78c52.jpg,beans,almond milk; pickle; strawberry; beans; oat milk,almond milk; oat milk; orange juice; prepared meal; hummus; prepared salad; pasta salad; chopped vegetables; pickle; mango; mushroom; strawberry; cheese; grape; juice; soy sauce
t8c0bd9je7351_jpg.rf.49ef46ac4d7e7a3d4f0816027d599b7a.jpg,data/raw/valid/images/t8c0bd9je7351_jpg.rf.49ef46ac4d7e7a3d4f0816027d599b7a.jpg,hot sauce,cheese; milk; pickle; hot sauce; yogurt; avocado; tomato; onion; hummus; strawberry; orange; mango,half & half; cheese; yogurt; pickle; mustard; mayonnaise; ketchup; avocado; lime; orange; tomato; onion; egg; bread; hummus; strawberry; carrot; lemon
t8c0bd9je7351_jpg.rf.49ef46ac4d7e7a3d4f0816027d599b7a.jpg,data/raw/valid/images/t8c0bd9je7351_jpg.rf.49ef46ac4d7e7a3d4f0816027d599b7a.jpg,mango,cheese; milk; pickle; hot sauce; yogurt; avocado; tomato; onion; hummus; strawberry; orange; mango,half & half; cheese; yogurt; pickle; mustard; mayonnaise; ketchup; avocado; lime; orange; tomato; onion; egg; bread; hummus; strawberry; carrot; lemon
t8c0bd9je7351_jpg.rf.49ef46ac4d7e7a3d4f0816027d599b7a.jpg,data/raw/valid/images/t8c0bd9je7351_jpg.rf.49ef46ac4d7e7a3d4f0816027d599b7a.jpg,milk,cheese; milk; pickle; hot sauce; yogurt; avocado; tomato; onion; hummus; strawberry; orange; mango,half & half; cheese; yogurt; pickle; mustard; mayonnaise; ketchup; avocado; lime; orange; tomato; onion; egg; bread; hummus; strawberry; carrot; lemon
cb729pj3e34e1_jpeg.rf.cccc83aabe2e8a7871fbe5234bd4619d.jpg,data/raw/valid/images/cb729pj3e34e1_jpeg.rf.cccc83aabe2e8a7871fbe5234bd4619d.jpg,apple,corn dog; cola; mayonnaise; meat; cheese; apple; yogurt; jam; mustard; ketchup,corn dog; soda can; yogurt; mustard; relish; jam; pickle; butter
cb729pj3e34e1_jpeg.rf.cccc83aabe2e8a7871fbe5234bd4619d.jpg,data/raw/valid/images/cb729pj3e34e1_jpeg.rf.cccc83aabe2e8a7871fbe5234bd4619d.jpg,cheese,corn dog; cola; mayonnaise; meat; cheese; apple; yogurt; jam; mustard; ketchup,corn dog; soda can; yogurt; mustard; relish; jam; pickle; butter
cb729pj3e34e1_jpeg.rf.cccc83aabe2e8a7871fbe5234bd4619d.jpg,data/raw/valid/images/cb729pj3e34e1_jpeg.rf.cccc83aabe2e8a7871fbe5234bd4619d.jpg,cola,corn dog; cola; mayonnaise; meat; cheese; apple; yogurt; jam; mustard; ketchup,corn dog; soda can; yogurt; mustard; relish; jam; pickle; butter
cb729pj3e34e1_jpeg.rf.cccc83aabe2e8a7871fbe5234bd4619d.jpg,data/raw/valid/images/cb729pj3e34e1_jpeg.rf.cccc83aabe2e8a7871fbe5234bd4619d.jpg,ketchup,corn dog; cola; mayonnaise; meat; cheese; apple; yogurt; jam; mustard; ketchup,corn dog; soda can; yogurt; mustard; relish; jam; pickle; butter
cb729pj3e34e1_jpeg.rf.cccc83aabe2e8a7871fbe5234bd4619d.jpg,data/raw/valid/images/cb729pj3e34e1_jpeg.rf.cccc83aabe2e8a7871fbe5234bd4619d.jpg,mayonnaise,corn dog; cola; mayonnaise; meat; cheese; apple; yogurt; jam; mustard; ketchup,corn dog; soda can; yogurt; mustard; relish; jam; pickle; butter
cb729pj3e34e1_jpeg.rf.cccc83aabe2e8a7871fbe5234bd4619d.jpg,data/raw/valid/images/cb729pj3e34e1_jpeg.rf.cccc83aabe2e8a7871fbe5234bd4619d.jpg,meat,corn dog; cola; mayonnaise; meat; cheese; apple; yogurt; jam; mustard; ketchup,corn dog; soda can; yogurt; mustard; relish; jam; pickle; butter
0827_jpeg.rf.85776737bff4d474bd78b4624c5b9693.jpg,data/raw/valid/images/0827_jpeg.rf.85776737bff4d474bd78b4624c5b9693.jpg,apple,egg; blueberry; yogurt; protein shake; tomato; orange; apple; bell pepper; salad,egg; lunchable; yogurt; hummus; salad; protein shake; kombucha; tomato; lettuce; orange; bread; pasta sauce; italian dressing; butter; cheese
0827_jpeg.rf.85776737bff4d474bd78b4624c5b9693.jpg,data/raw/valid/images/0827_jpeg.rf.85776737bff4d474bd78b4624c5b9693.jpg,bell pepper,egg; blueberry; yogurt; protein shake; tomato; orange; apple; bell pepper; salad,egg; lunchable; yogurt; hummus; salad; protein shake; kombucha; tomato; lettuce; orange; bread; pasta sauce; italian dressing; butter; cheese
0827_jpeg.rf.85776737bff4d474bd78b4624c5b9693.jpg,data/raw/valid/images/0827_jpeg.rf.85776737bff4d474bd78b4624c5b9693.jpg,blueberry,egg; blueberry; yogurt; protein shake; tomato; orange; apple; bell pepper; salad,egg; lunchable; yogurt; hummus; salad; protein shake; kombucha; tomato; lettuce; orange; bread; pasta sauce; italian dressing; butter; cheese
jm5m4firr78e1_jpeg.rf.0fcdeae246653bf2c4a495df2eb74685.jpg,data/raw/valid/images/jm5m4firr78e1_jpeg.rf.0fcdeae246653bf2c4a495df2eb74685.jpg,apple,meat; milk; orange juice; cake; garlic; apple; coconut; ketchup; blueberry; spring onion; coconut milk; hot sauce; pickle,milk; orange juice; salsa; cheese; cream cheese; butter; yogurt; coconut milk; egg; celery; lettuce; pie; hot sauce; pickle; jam; mustard; ketchup; soy sauce; salad dressing; mayonnaise; hummus; tofu; broth; wine; meat; sausage
jm5m4firr78e1_jpeg.rf.0fcdeae246653bf2c4a495df2eb74685.jpg,data/raw/valid/images/jm5m4firr78e1_jpeg.rf.0fcdeae246653bf2c4a495df2eb74685.jpg,blueberry,meat; milk; orange juice; cake; garlic; apple; coconut; ketchup; blueberry; spring onion; coconut milk; hot sauce; pickle,milk; orange juice; salsa; cheese; cream cheese; butter; yogurt; coconut milk; egg; celery; lettuce; pie; hot sauce; pickle; jam; mustard; ketchup; soy sauce; salad dressing; mayonnaise; hummus; tofu; broth; wine; meat; sausage
jm5m4firr78e1_jpeg.rf.0fcdeae246653bf2c4a495df2eb74685.jpg,data/raw/valid/images/jm5m4firr78e1_jpeg.rf.0fcdeae246653bf2c4a495df2eb74685.jpg,cake,meat; milk; orange juice; cake; garlic; apple; coconut; ketchup; blueberry; spring onion; coconut milk; hot sauce; pickle,milk; orange juice; salsa; cheese; cream cheese; butter; yogurt; coconut milk; egg; celery; lettuce; pie; hot sauce; pickle; jam; mustard; ketchup; soy sauce; salad dressing; mayonnaise; hummus; tofu; broth; wine; meat; sausage
jm5m4firr78e1_jpeg.rf.0fcdeae246653bf2c4a495df2eb74685.jpg,data/raw/valid/images/jm5m4firr78e1_jpeg.rf.0fcdeae246653bf2c4a495df2eb74685.jpg,coconut,meat; milk; orange juice; cake; garlic; apple; coconut; ketchup; blueberry; spring onion; coconut milk; hot sauce; pickle,milk; orange juice; salsa; cheese; cream cheese; butter; yogurt; coconut milk; egg; celery; lettuce; pie; hot sauce; pickle; jam; mustard; ketchup; soy sauce; salad dressing; mayonnaise; hummus; tofu; broth; wine; meat; sausage
jm5m4firr78e1_jpeg.rf.0fcdeae246653bf2c4a495df2eb74685.jpg,data/raw/valid/images/jm5m4firr78e1_jpeg.rf.0fcdeae246653bf2c4a495df2eb74685.jpg,garlic,meat; milk; orange juice; cake; garlic; apple; coconut; ketchup; blueberry; spring onion; coconut milk; hot sauce; pickle,milk; orange juice; salsa; cheese; cream cheese; butter; yogurt; coconut milk; egg; celery; lettuce; pie; hot sauce; pickle; jam; mustard; ketchup; soy sauce; salad dressing; mayonnaise; hummus; tofu; broth; wine; meat; sausage
jm5m4firr78e1_jpeg.rf.0fcdeae246653bf2c4a495df2eb74685.jpg,data/raw/valid/images/jm5m4firr78e1_jpeg.rf.0fcdeae246653bf2c4a495df2eb74685.jpg,spring onion,meat; milk; orange juice; cake; garlic; apple; coconut; ketchup; blueberry; spring onion; coconut milk; hot sauce; pickle,milk; orange juice; salsa; cheese; cream cheese; butter; yogurt; coconut milk; egg; celery; lettuce; pie; hot sauce; pickle; jam; mustard; ketchup; soy sauce; salad dressing; mayonnaise; hummus; tofu; broth; wine; meat; sausage
DSC_6037_JPG_jpg.rf.e2101670d0bbd45cf7da6475f555ec29.jpg,data/raw/valid/images/DSC_6037_JPG_jpg.rf.e2101670d0bbd45cf7da6475f555ec29.jpg,blueberry,potato; cheese; carrot; meat; lemon; egg; blueberry; tomato; milk; flour,tomato; carrot; lime; egg; cheese; potato; salmon; milk; flour; spinach
DSC_6037_JPG_jpg.rf.e2101670d0bbd45cf7da6475f555ec29.jpg,data/raw/valid/images/DSC_6037_JPG_jpg.rf.e2101670d0bbd45cf7da6475f555ec29.jpg,lemon,potato; cheese; carrot; meat; lemon; egg; blueberry; tomato; milk; flour,tomato; carrot; lime; egg; cheese; potato; salmon; milk; flour; spinach
DSC_6037_JPG_jpg.rf.e2101670d0bbd45cf7da6475f555ec29.jpg,data/raw/valid/images/DSC_6037_JPG_jpg.rf.e2101670d0bbd45cf7da6475f555ec29.jpg,meat,potato; cheese; carrot; meat; lemon; egg; blueberry; tomato; milk; flour,tomato; carrot; lime; egg; cheese; potato; salmon; milk; flour; spinach
0300_jpeg.rf.59609d1423cad492f6c67278fc4ac662.jpg,data/raw/valid/images/0300_jpeg.rf.59609d1423cad492f6c67278fc4ac662.jpg,cola,energy drink; picante sauce; cola; olive; ketchup; mayonnaise; meat; milk; kiwi; tortilla; egg; cabbage; butter; noodle,milk; energy drink; pasta sauce; cabbage; lettuce; butter; pickle; egg; yogurt; peach; noodle; meat; sausage
0300_jpeg.rf.59609d1423cad492f6c67278fc4ac662.jpg,data/raw/valid/images/0300_jpeg.rf.59609d1423cad492f6c67278fc4ac662.jpg,ketchup,energy drink; picante sauce; cola; olive; ketchup; mayonnaise; meat; milk; kiwi; tortilla; egg; cabbage; butter; noodle,milk; energy drink; pasta sauce; cabbage; lettuce; butter; pickle; egg; yogurt; peach; noodle; meat; sausage
0300_jpeg.rf.59609d1423cad492f6c67278fc4ac662.jpg,data/raw/valid/images/0300_jpeg.rf.59609d1423cad492f6c67278fc4ac662.jpg,kiwi,energy drink; picante sauce; cola; olive; ketchup; mayonnaise; meat; milk; kiwi; tortilla; egg; cabbage; butter; noodle,milk; energy drink; pasta sauce; cabbage; lettuce; butter; pickle; egg; yogurt; peach; noodle; meat; sausage
0300_jpeg.rf.59609d1423cad492f6c67278fc4ac662.jpg,data/raw/valid/images/0300_jpeg.rf.59609d1423cad492f6c67278fc4ac662.jpg,mayonnaise,energy drink; picante sauce; cola; olive; ketchup; mayonnaise; meat; milk; kiwi; tortilla; egg; cabbage; butter; noodle,milk; energy drink; pasta sauce; cabbage; lettuce; butter; pickle; egg; yogurt; peach; noodle; meat; sausage
0300_jpeg.rf.59609d1423cad492f6c67278fc4ac662.jpg,data/raw/valid/images/0300_jpeg.rf.59609d1423cad492f6c67278fc4ac662.jpg,olive,energy drink; picante sauce; cola; olive; ketchup; mayonnaise; meat; milk; kiwi; tortilla; egg; cabbage; butter; noodle,milk; energy drink; pasta sauce; cabbage; lettuce; butter; pickle; egg; yogurt; peach; noodle; meat; sausage
0300_jpeg.rf.59609d1423cad492f6c67278fc4ac662.jpg,data/raw/valid/images/0300_jpeg.rf.59609d1423cad492f6c67278fc4ac662.jpg,picante sauce,energy drink; picante sauce; cola; olive; ketchup; mayonnaise; meat; milk; kiwi; tortilla; egg; cabbage; butter; noodle,milk; energy drink; pasta sauce; cabbage; lettuce; butter; pickle; egg; yogurt; peach; noodle; meat; sausage
0300_jpeg.rf.59609d1423cad492f6c67278fc4ac662.jpg,data/raw/valid/images/0300_jpeg.rf.59609d1423cad492f6c67278fc4ac662.jpg,tortilla,energy drink; picante sauce; cola; olive; ketchup; mayonnaise; meat; milk; kiwi; tortilla; egg; cabbage; butter; noodle,milk; energy drink; pasta sauce; cabbage; lettuce; butter; pickle; egg; yogurt; peach; noodle; meat; sausage
0299_jpeg.rf.d49f98a6eaa13c6ba5b4ac91a30dee95.jpg,data/raw/valid/images/0299_jpeg.rf.d49f98a6eaa13c6ba5b4ac91a30dee95.jpg,orange juice,egg; orange juice; potato; half & half,egg; half & half; orange soda; red soda; milk; potato
0861_jpeg.rf.0b3edf4571a0f7b914542343f5611dc1.jpg,data/raw/valid/images/0861_jpeg.rf.0b3edf4571a0f7b914542343f5611dc1.jpg,coffee creamer,ketchup; tomato; mustard; coffee creamer; energy drink; egg beaters; chocolate syrup; sausage; butter; salad; sour cream; whipping cream; dip; lettuce,yogurt; lettuce; orange juice; water; chocolate syrup; ketchup; mustard; mayonnaise; pickle; egg; butter; meat; cream cheese; hot sauce
0861_jpeg.rf.0b3edf4571a0f7b914542343f5611dc1.jpg,data/raw/valid/images/0861_jpeg.rf.0b3edf4571a0f7b914542343f5611dc1.jpg,dip,ketchup; tomato; mustard; coffee creamer; energy drink; egg beaters; chocolate syrup; sausage; butter; salad; sour cream; whipping cream; dip; lettuce,yogurt; lettuce; orange juice; water; chocolate syrup; ketchup; mustard; mayonnaise; pickle; egg; butter; meat; cream cheese; hot sauce
0861_jpeg.rf.0b3edf4571a0f7b914542343f5611dc1.jpg,data/raw/valid/images/0861_jpeg.rf.0b3edf4571a0f7b914542343f5611dc1.jpg,egg beaters,ketchup; tomato; mustard; coffee creamer; energy drink; egg beaters; chocolate syrup; sausage; butter; salad; sour cream; whipping cream; dip; lettuce,yogurt; lettuce; orange juice; water; chocolate syrup; ketchup; mustard; mayonnaise; pickle; egg; butter; meat; cream cheese; hot sauce
0861_jpeg.rf.0b3edf4571a0f7b914542343f5611dc1.jpg,data/raw/valid/images/0861_jpeg.rf.0b3edf4571a0f7b914542343f5611dc1.jpg,energy drink,ketchup; tomato; mustard; coffee creamer; energy drink; egg beaters; chocolate syrup; sausage; butter; salad; sour cream; whipping cream; dip; lettuce,yogurt; lettuce; orange juice; water; chocolate syrup; ketchup; mustard; mayonnaise; pickle; egg; butter; meat; cream cheese; hot sauce
0861_jpeg.rf.0b3edf4571a0f7b914542343f5611dc1.jpg,data/raw/valid/images/0861_jpeg.rf.0b3edf4571a0f7b914542343f5611dc1.jpg,salad,ketchup; tomato; mustard; coffee creamer; energy drink; egg beaters; chocolate syrup; sausage; butter; salad; sour cream; whipping cream; dip; lettuce,yogurt; lettuce; orange juice; water; chocolate syrup; ketchup; mustard; mayonnaise; pickle; egg; butter; meat; cream cheese; hot sauce
0861_jpeg.rf.0b3edf4571a0f7b914542343f5611dc1.jpg,data/raw/valid/images/0861_jpeg.rf.0b3edf4571a0f7b914542343f5611dc1.jpg,sausage,ketchup; tomato; mustard; coffee creamer; energy drink; egg beaters; chocolate syrup; sausage; butter; salad; sour cream; whipping cream; dip; lettuce,yogurt; lettuce; orange juice; water; chocolate syrup; ketchup; mustard; mayonnaise; pickle; egg; butter; meat; cream cheese; hot sauce
0861_jpeg.rf.0b3edf4571a0f7b914542343f5611dc1.jpg,data/raw/valid/images/0861_jpeg.rf.0b3edf4571a0f7b914542343f5611dc1.jpg,sour cream,ketchup; tomato; mustard; coffee creamer; energy drink; egg beaters; chocolate syrup; sausage; butter; salad; sour cream; whipping cream; dip; lettuce,yogurt; lettuce; orange juice; water; chocolate syrup; ketchup; mustard; mayonnaise; pickle; egg; butter; meat; cream cheese; hot sauce
0861_jpeg.rf.0b3edf4571a0f7b914542343f5611dc1.jpg,data/raw/valid/images/0861_jpeg.rf.0b3edf4571a0f7b914542343f5611dc1.jpg,tomato,ketchup; tomato; mustard; coffee creamer; energy drink; egg beaters; chocolate syrup; sausage; butter; salad; sour cream; whipping cream; dip; lettuce,yogurt; lettuce; orange juice; water; chocolate syrup; ketchup; mustard; mayonnaise; pickle; egg; butter; meat; cream cheese; hot sauce
0861_jpeg.rf.0b3edf4571a0f7b914542343f5611dc1.jpg,data/raw/valid/images/0861_jpeg.rf.0b3edf4571a0f7b914542343f5611dc1.jpg,whipping cream,ketchup; tomato; mustard; coffee creamer; energy drink; egg beaters; chocolate syrup; sausage; butter; salad; sour cream; whipping cream; dip; lettuce,yogurt; lettuce; orange juice; water; chocolate syrup; ketchup; mustard; mayonnaise; pickle; egg; butter; meat; cream cheese; hot sauce
20250620_232535_jpg.rf.64b76bb20e5863b60bdca52244cb5799.jpg,data/raw/valid/images/20250620_232535_jpg.rf.64b76bb20e5863b60bdca52244cb5799.jpg,bell pepper,carrot; apple; egg; bell pepper; avocado; mayonnaise; lemon; tomato; banana; cucumber,orange; mayonnaise; lime; avocado; egg; peach; apple; banana; tomato; lettuce; carrot; cucumber
20250620_232535_jpg.rf.64b76bb20e5863b60bdca52244cb5799.jpg,data/raw/valid/images/20250620_232535_jpg.rf.64b76bb20e5863b60bdca52244cb5799.jpg,lemon,carrot; apple; egg; bell pepper; avocado; mayonnaise; lemon; tomato; banana; cucumber,orange; mayonnaise; lime; avocado; egg; peach; apple; banana; tomato; lettuce; carrot; cucumber
20250621_003504_jpg.rf.1e8f0ad8e4a09e24b3ee5be9be636643.jpg,data/raw/valid/images/20250621_003504_jpg.rf.1e8f0ad8e4a09e24b3ee5be9be636643.jpg,apple,bell pepper; carrot; banana; tomato; mustard; cheese; cucumber; apple; meat,tomato; ham; carrot; mustard; cheese; bell pepper; banana; mushroom
20250621_003504_jpg.rf.1e8f0ad8e4a09e24b3ee5be9be636643.jpg,data/raw/valid/images/20250621_003504_jpg.rf.1e8f0ad8e4a09e24b3ee5be9be636643.jpg,cucumber,bell pepper; carrot; banana; tomato; mustard; cheese; cucumber; apple; meat,tomato; ham; carrot; mustard; cheese; bell pepper; banana; mushroom
20250621_003504_jpg.rf.1e8f0ad8e4a09e24b3ee5be9be636643.jpg,data/raw/valid/images/20250621_003504_jpg.rf.1e8f0ad8e4a09e24b3ee5be9be636643.jpg,meat,bell pepper; carrot; banana; tomato; mustard; cheese; cucumber; apple; meat,tomato; ham; carrot; mustard; cheese; bell pepper; banana; mushroom
DSC_6179_JPG_jpg.rf.8bdda49c3e4a5c8995a0f5005e80e92b.jpg,data/raw/valid/images/DSC_6179_JPG_jpg.rf.8bdda49c3e4a5c8995a0f5005e80e92b.jpg,egg,apple; potato; mushroom; egg; bread; sugar; salt,bread; orange; mushroom; apple; potato; yogurt; sugar; butter
DSC_6179_JPG_jpg.rf.8bdda49c3e4a5c8995a0f5005e80e92b.jpg,data/raw/valid/images/DSC_6179_JPG_jpg.rf.8bdda49c3e4a5c8995a0f5005e80e92b.jpg,salt,apple; potato; mushroom; egg; bread; sugar; salt,bread; orange; mushroom; apple; potato; yogurt; sugar; butter
