image_id,detected_ingredient_count,detected_ingredients,recommendation_count,top1_title,top1_coverage,top1_matched_count,top1_missing_count,top1_missing_difficulty,top1_cookability_score,top1_prep_time,best_top3_coverage,best_top5_coverage,mean_top5_coverage,mean_top5_missing_count,mean_top5_matched_count,has_recipe_above_50,has_recipe_above_70
xgzzcfjmxp5e1_jpeg.rf.abd269b99cd032d9793dce0ce002b703.jpg,5,raspberry; mango; cookies; salad; yogurt,5,yummly recipe basics tzatziki sauce,0.1429,1,6,hard,-11.7143,10,0.1429,0.1429,0.1393,6.2,1.0,0,0
DSC_6083_JPG_jpg.rf.df29adfe178065c77312d399adf207ea.jpg,5,milk; bread; blueberry; tomato; chicken,5,slow cooker chicken tinga tacos,0.4286,3,4,medium,28.8571,65,0.5,0.5,0.4048,4.0,2.8,1,0
DSC_5945_JPG_jpg.rf.4251f764e472849445aa75da2d78d06b.jpg,5,apple; cucumber; carrot; tomato; strawberry,5,"te i'a ota, tahitian marinated fish",0.375,3,5,hard,13.5,50,0.375,0.375,0.275,5.6,2.2,0,0
4a4awnmnx2de1_jpeg.rf.1908b305d0d936807037dbb1b0a7c6d2.jpg,8,asparagus; yogurt; oat milk; sparkling water; soy sauce; hot sauce; mayonnaise; pasta,5,low fat creamy blue cheese dressing,0.2857,2,5,hard,4.5714,20,0.2857,0.2857,0.2532,6.0,2.0,0,0
20250619_172603_jpg.rf.e2989fe292b58d32319d6269dfa93833.jpg,9,mayonnaise; syrup; pickle; mustard; hot sauce; jam; butter; yogurt; cheese,5,low fat creamy blue cheese dressing,0.4286,3,4,medium,28.8571,20,0.4286,0.4286,0.3964,4.6,3.0,0,0
20250620_192116_jpg.rf.8331f9f5b12682011836323ff4238095.jpg,10,carrot; orange; cucumber; yogurt; egg; lime; strawberry; tomato; lettuce; butter,5,swiss chard frittata,0.4286,3,4,medium,28.8571,90,0.4286,0.4286,0.3774,4.6,2.8,0,0
DSC_5941_JPG_jpg.rf.9b0e937713fe04dfeb532595e4ed72b9.jpg,7,carrot; strawberry; lime; bread; apple; asparagus; tomato,5,pizza muffins,0.1667,1,5,medium,0.6667,45,0.25,0.3125,0.2403,7.0,2.4,0,0
20250618_222535_jpg.rf.99f96018db8deed916555c4381d69261.jpg,7,tomato; banana; yogurt; blueberry; lettuce; bell pepper; broccoli,5,end zone calzones,0.3333,3,6,hard,7.3333,75,0.3333,0.3333,0.26,6.0,2.2,0,0
0984_jpeg.rf.41093ff7c6609eec624002e4d762047d.jpg,13,egg; butter; yogurt; bread; milk; asparagus; pickle; mustard; ketchup; hot sauce; salad dressing; soy sauce; cream,5,chicken pop overs,0.625,5,3,medium,50.5,45,0.625,0.625,0.533,3.6,4.2,1,0
DSC_6067_JPG_jpg.rf.7cf2a9b99c19673a6da23e61bd1debdb.jpg,8,bread; egg; banana; cheese; mushroom; green bean; margarine; potato,5,chicken parmesan pasta cups,0.5,3,3,medium,38.0,40,0.5,0.5,0.4107,4.4,3.0,1,0
1w49a5xavly71_jpg.rf.e4c21786458c12b5b6205129a218be83.jpg,1,ketchup,5,pizza muffins,0.0,0,6,medium,-18.0,45,0.1,0.1,0.02,8.0,0.2,0,0
DSC_5994_JPG_jpg.rf.9f83ec4ed43d98d62bf38e0041a28d9d.jpg,7,zucchini; egg; lemon; blueberry; bread; chicken; green bean,5,tomato and zucchini frittata,0.375,3,5,medium,21.5,50,0.375,0.375,0.3405,4.6,2.4,0,0
DSC_5959_JPG_jpg.rf.5394f74e076d0ff37c09531f0ee21049.jpg,7,sweet potato; onion; mushroom; strawberry; green bean; meat; butter,5,creamy mushroom risotto,0.4,4,6,hard,14.0,55,0.4,0.4,0.3314,5.4,2.8,0,0
ly4mf7yepbvd1_jpeg.rf.b9a656fb0d4a1a4d9a353d96a97a25c0.jpg,2,carrot; milk,5,mashed red skin potatoes with carrots and onions,0.2857,2,5,medium,12.5714,35,0.2857,0.2857,0.2421,5.6,1.8,0,0
2p5wfkocpds61_jpg.rf.8b0b1b471fd7a1ce7ea50bdc21cc7940.jpg,27,collagen powder; yogurt; egg; milk; ketchup; salad dressing; mayonnaise; jam; pickle; cheese; butter; chicken; lettuce; cucumber; tomato; mushroom; hummus; bread; chips; chocolate; relish; mustard; pasta sauce; soup; meat; fish; berry,5,chicken parmesan pasta cups,0.8333,5,1,easy,81.3333,40,0.8333,0.8333,0.7083,2.2,5.2,1,1
0650_jpeg.rf.19d04c99c77fc56d18678e35c08fa1c2.jpg,5,egg; lemon; ketchup; bell pepper; pickle,5,swiss chard frittata,0.2857,2,5,medium,12.5714,90,0.3,0.3,0.2676,5.8,2.2,0,0
DSC_6096_JPG_jpg.rf.ad7083d1c5abb524ce2e9d3363972495.jpg,8,apple; blueberry; egg; carrot; strawberry; mushroom; soy milk; meat,5,swiss chard frittata,0.2857,2,5,medium,12.5714,90,0.2857,0.2857,0.2249,6.2,1.8,0,0
a1kuvxriau2d1_jpeg.rf.a16fdf4516a55e095e28d878080e4454.jpg,11,yogurt; strawberry; bell pepper; spring onion; lemon; hot sauce; apple cider vinegar; coconut milk; ketchup; mustard; salad dressing,5,yummly recipe basics tzatziki sauce,0.2857,2,5,hard,4.5714,10,0.2857,0.3,0.2886,6.4,2.6,0,0
DSC_5977_JPG_jpg.rf.cae1dffa0f9fdd97c4101d02cdd830b5.jpg,4,egg; cheese; asparagus; ground beef,5,asparagus 'n parmesan omelet,0.5,3,3,medium,38.0,25,0.5,0.5,0.4496,4.0,3.2,1,0
DSC_5909_JPG_jpg.rf.905339242b5fc71ecb84e6c8d092c3ad.jpg,6,apple; cheese; strawberry; banana; tomato; sweet potato,5,chicken parmesan pasta cups,0.5,3,3,medium,38.0,40,0.5,0.5,0.4194,4.4,3.2,1,0
20250621_150133_jpg.rf.9adc24934417328fd8a8033cafaa8e2d.jpg,10,lettuce; lime; carrot; tomato; lemon; bell pepper; apple; mango; yogurt; banana,5,persian salad with tomatoes,0.375,3,5,medium,21.5,60,0.375,0.375,0.3405,5.4,2.8,0,0
w1r3mnziyhvd1_jpeg.rf.870f4e05ef1ab64284545f1446f44923.jpg,2,milk; mayonnaise,5,pizza muffins,0.1667,1,5,medium,0.6667,45,0.1667,0.1667,0.1314,6.8,1.0,0,0
20250621_000025_jpg.rf.c0de73d2921d41d8633ef7c961d9914b.jpg,8,mayonnaise; orange; cucumber; tomato; avocado; bell pepper; hot sauce; apple,5,gazpacho,0.375,3,5,medium,21.5,20,0.375,0.375,0.3283,6.2,3.0,0,0
5m86rb2i5b6e1_jpeg.rf.832a6e115ab8931dc1586042a1318406.jpg,4,mayonnaise; egg; almond milk; ketchup,5,swiss chard frittata,0.2857,2,5,medium,12.5714,90,0.3,0.3,0.2449,6.0,2.0,0,0
8d25lpb35lvd1_jpeg.rf.59982d82e26271b3e447e0d960a1b7fd.jpg,1,hemp hearts,5,pizza muffins,0.0,0,6,medium,-18.0,45,0.0,0.0,0.0,7.4,0.0,0,0
20250619_172455_jpg.rf.f413046a3013143088931b56ef6321f3.jpg,2,tomato; pickle,5,pizza muffins,0.1667,1,5,medium,0.6667,45,0.2,0.2,0.1638,6.0,1.2,0,0
0lbxdi753y7f1_jpeg.rf.68180848402318fcecc913cd0d18effe.jpg,2,margarine; pie,5,pizza muffins,0.0,0,6,medium,-18.0,45,0.0,0.0,0.0,7.4,0.0,0,0
8tz46i3bdx3e1_jpeg.rf.9320b6d08b6d43df233af169c7f831b6.jpg,11,milk; soy sauce; bread; lettuce; mustard; mayonnaise; yogurt; butter; pizza; french fry; ice cream,5,not your average scrambled eggs,0.375,3,5,hard,13.5,25,0.375,0.375,0.3393,5.0,2.6,0,0
DSC_5914_JPG_jpg.rf.cbbcb8585aa18e86bc9da531b6f0cf78.jpg,5,apple; cheese; strawberry; blueberry; soy milk,5,chicken parmesan pasta cups,0.3333,2,4,medium,19.3333,40,0.3333,0.3333,0.2905,5.2,2.2,0,0
mulypoxgms6f1_jpeg.rf.072b3c0fef4e72aabedce21eef139170.jpg,7,apple; lettuce; lemon; yogurt; bread; milk; pea,5,roasted cauliflower alfredo with peas,0.375,3,5,hard,13.5,90,0.375,0.375,0.2798,5.0,2.0,0,0
nw4d3j5hi1ae1_jpeg.rf.e57cee24d977499ee5099ee0e59ece2d.jpg,8,milk; butter; egg; yogurt; grape; olive; mustard; mayonnaise,5,how to make fluffy moist scrambled eggs,0.5714,4,3,medium,45.1429,90,0.5714,0.5714,0.4389,4.4,3.4,1,0
12khbw4mcod51_jpg.rf.b7d3ae31a70fb581e134a5df8b48a439.jpg,7,gnocchi; pasta; carrot; protein shake; ketchup; milk; salad,5,mashed red skin potatoes with carrots and onions,0.2857,2,5,medium,12.5714,35,0.2857,0.2857,0.2476,5.4,1.8,0,0
zqcd80k52a651_jpg.rf.136633a3d184af61e05b53679c3d6d8e.jpg,7,corn flakes; lettuce; butter; orange; cheese; broccoli; plant milk,5,layered torta appetizer,0.375,3,5,medium,21.5,60,0.375,0.375,0.3214,5.0,2.4,0,0
havent-seen-any-posts-from-ppl-from-my-country-v0-z0jzz4585y7f1_webp.rf.a068dfd6e257804c1433ec7fbd1354bf.jpg,1,celery,5,"buffalo chicken lettuce wraps slow cooker, instant pot",0.2222,2,7,hard,-5.7778,35,0.2222,0.2222,0.1361,8.0,1.4,0,0
20250621_145951_jpg.rf.f9174fe5f3c36c5c3358b6d9a29d83cf.jpg,8,apple; lemon; bell pepper; banana; avocado; tomato; cucumber; carrot,5,veggie hummus cucumber boats,0.5556,5,4,hard,33.5556,15,0.5556,0.5556,0.43,5.0,3.8,1,0
DSC_6027_JPG_jpg.rf.e283a8325f07013ac6f88d62aa26cb1b.jpg,7,bread; tomato; mushroom; banana; cake; egg; chicken,5,chicken parmesan pasta cups,0.5,3,3,hard,30.0,40,0.5,0.5,0.4131,4.0,2.8,1,0
yeo9bmon3p451_jpg.rf.32458d0fc93cfd7ccd3562388cf53d14.jpg,6,blueberry; strawberry; yogurt; hot sauce; ketchup; pickle,5,yummly recipe basics tzatziki sauce,0.1429,1,6,hard,-11.7143,10,0.1429,0.1429,0.1393,6.2,1.0,0,0
u5ybfh84tpyd1_jpeg.rf.ea317ad3f442010a3c57d8729b9a700a.jpg,4,egg; lemon; yogurt; butter,5,swiss chard frittata,0.4286,3,4,medium,28.8571,90,0.4286,0.4286,0.3595,4.6,2.6,0,0
38wrf0tv6m1f1_jpeg.rf.f7fe54e6ac27b25f027c9d0be7cdadef.jpg,4,fish; cheese; cream cheese; milk,5,chicken parmesan pasta cups,0.3333,2,4,medium,19.3333,40,0.375,0.375,0.3321,4.8,2.4,0,0
DSC_5895_JPG_jpg.rf.46ae66905fb0f18ac333eb50ec3e348f.jpg,7,blueberry; banana; margarine; mushroom; strawberry; spring onion; tomato,5,pizza muffins,0.1667,1,5,medium,0.6667,45,0.2222,0.2222,0.1889,6.8,1.6,0,0
DSC_5925_JPG_jpg.rf.1f622d5bc7ab09fb045db42255e3829e.jpg,8,strawberry; tomato; banana; mushroom; spinach; onion; blueberry; ground beef,5,pasta with ground beef,0.375,3,5,hard,13.5,60,0.375,0.375,0.3217,6.8,3.2,0,0
2nhgchvk7a4e1_jpeg.rf.3b7b86948fbe50eb1c5da7b8dda6e6ee.jpg,5,almond milk; cheese; egg; lettuce; apple,5,chicken parmesan pasta cups,0.5,3,3,medium,38.0,40,0.5,0.5,0.4163,4.2,3.0,1,0
20250619_212231_jpg.rf.9243022c180a4a508ec1d95edadcb680.jpg,5,carrot; lettuce; blueberry; pickle; lime,5,"buffalo chicken lettuce wraps slow cooker, instant pot",0.2222,2,7,hard,-5.7778,35,0.2222,0.2222,0.1552,6.4,1.2,0,0
dwm7louwwx5e1_jpeg.rf.7a415973d2df9f2efa58ea8b7d75d912.jpg,3,cream cheese; mustard; milk,5,pizza muffins,0.1667,1,5,medium,0.6667,45,0.25,0.25,0.1706,6.8,1.4,0,0
rmyz31dmn2x51_jpg.rf.6f37ebd5e3a66a440c6fecfba3a93b3b.jpg,4,orange; hot sauce; mustard; pickle,5,orzo and vegetable pilaf,0.1111,1,8,hard,-18.8889,20,0.1111,0.1111,0.1044,8.6,1.0,0,0
DSC_5820_JPG_jpg.rf.9bbecb9654dad7fa2b59714de1215ce9.jpg,8,blueberry; strawberry; onion; margarine; cheese; banana; carrot; avocado,5,chicken pesto pizza,0.4444,4,5,medium,28.4444,90,0.4444,0.4444,0.3805,4.8,3.0,0,0
0961_jpeg.rf.91e2e64b7e169fc445677eb7dc479f02.jpg,7,grape; blackberry; egg; yogurt; milk; cheese; carrot,5,chicken parmesan pasta cups,0.5,3,3,medium,38.0,40,0.5,0.5,0.4603,3.8,3.2,1,0
mnthdsddij1f1_jpeg.rf.f7e21d1eb97bf80a19da08a6005ad04f.jpg,7,egg; avocado; apple; bell pepper; carrot; milk; bread,5,pizza muffins,0.3333,2,4,medium,19.3333,45,0.4,0.4,0.3181,5.0,2.4,0,0
0qk4z02qs7d61_jpg.rf.421a123f57647bc8d648497795dcdbed.jpg,8,pasta sauce; margarine; cucumber; carrot; zucchini; onion; celery; pineapple,5,"buffalo chicken lettuce wraps slow cooker, instant pot",0.4444,4,5,medium,28.4444,35,0.4444,0.4444,0.3532,5.0,2.8,0,0
erd6jzcgmr1f1_jpeg.rf.c345e86d392370ef9d4a67d1c47be518.jpg,6,milk; cheese; pickle; lettuce; orange; lemon,5,lemon feta chicken with oregano,0.3333,2,4,medium,19.3333,25,0.375,0.375,0.3226,4.6,2.2,0,0
DSC_5764_JPG_jpg.rf.411120a754480313fa39024fd47100b9.jpg,6,tomato; blueberry; carrot; lime; banana; soy milk,5,pizza muffins,0.1667,1,5,medium,0.6667,45,0.25,0.25,0.2111,6.8,1.8,0,0
DSC_5973_JPG_jpg.rf.d12d4f2a86ce472e01b4de96b20ec0b8.jpg,8,egg; bread; lemon; potato; avocado; blueberry; butter; cheese,5,swiss chard frittata,0.5714,4,3,medium,45.1429,90,0.5714,0.5714,0.5143,3.6,3.8,1,0
0502_jpeg.rf.de6c90849afd15a5436519d161cf7dd5.jpg,7,egg; margarine; yogurt; cheese; salad; carrot; lime,5,chicken parmesan pasta cups,0.5,3,3,medium,38.0,40,0.5,0.5,0.4246,4.4,3.2,1,0
bg8f4fnb01e41_jpg.rf.bd3284a97af339b89f2d702a1897e1d7.jpg,9,butter; yogurt; almond milk; cold brew coffee; milk; egg; lemon; ketchup; cabbage,5,how to make fluffy moist scrambled eggs,0.4286,3,4,medium,28.8571,90,0.4286,0.4444,0.402,4.4,3.0,0,0
qtta8z2251se1_jpeg.rf.2365c935973a6e11fbd2ff0ce893e532.jpg,14,butter; yogurt; cream cheese; cheese; bacon dip; broccolini; watermelon; apple; grape; melon; chia seed; banana; lemon; salad,5,low fat creamy blue cheese dressing,0.4286,3,4,medium,28.8571,20,0.4286,0.4286,0.3964,4.6,3.0,0,0
0070_jpeg.rf.50e3be07710488fae255bb49fbc9126a.jpg,3,milk; egg; baking soda,5,pizza muffins,0.3333,2,4,medium,19.3333,45,0.3333,0.3333,0.2976,5.2,2.2,0,0
DSC_6036_JPG_jpg.rf.4d04a9850c907435e34928e4ba31dad1.jpg,6,tomato; carrot; lime; cheese; egg; potato,5,chicken parmesan pasta cups,0.6667,4,2,easy,62.6667,40,0.6667,0.6667,0.5302,3.4,3.8,1,0
20250621_153308_jpg.rf.ecbf33bac42beea937b638c44db76d96.jpg,10,lettuce; avocado; carrot; apple; tomato; banana; yogurt; cucumber; bell pepper; orange,5,gazpacho,0.375,3,5,medium,21.5,20,0.4444,0.4444,0.3889,5.0,3.2,0,0
DSC_5870_JPG_jpg.rf.fea918b6468847ffc6e9248168d4c76f.jpg,5,cheese; tomato; carrot; chicken; banana,5,chicken parmesan pasta cups,0.6667,4,2,easy,62.6667,40,0.6667,0.6667,0.5278,4.0,4.2,1,0
naid6xbl9t5f1_jpeg.rf.3e8593e6c185e7edf10d9f187eab5d05.jpg,4,milk; almond milk; egg; blueberry,5,pizza muffins,0.3333,2,4,medium,19.3333,45,0.3333,0.3333,0.2976,5.2,2.2,0,0
0932_jpeg.rf.e03ba66c2977eff4cb3a7a86c6b85985.jpg,5,oat milk; almond milk; cream cheese; egg; strawberry,5,swiss chard frittata,0.2857,2,5,medium,12.5714,90,0.2857,0.2857,0.2183,5.6,1.6,0,0
dyts370h4v8e1_jpeg.rf.3e8df1ddf42c9f2096b08ab6d08b597e.jpg,6,cheese; butter; mustard; mayonnaise; pickle; jam,5,layered torta appetizer,0.375,3,5,medium,21.5,60,0.375,0.375,0.3309,4.8,2.4,0,0
liwyg6fudryd1_jpeg.rf.7534331e8a564f2225825d5ee86c5daf.jpg,5,yogurt; mustard; ketchup; onion; cheese,5,chicken pesto pizza,0.4444,4,5,medium,28.4444,90,0.4444,0.4444,0.3627,4.8,2.8,0,0
20250621_145632_jpg.rf.3361b3a3679562405db79999b26a254d.jpg,7,chicken; carrot; avocado; apple; banana; orange; yogurt,5,herb roasted chicken and vegetables,0.2857,2,5,medium,12.5714,20,0.2857,0.3333,0.2952,5.2,2.2,0,0
x0sosl3epju61_jpg.rf.53b74e2e871204599e8a9115bf9abcc5.jpg,8,egg; milk; apple; orange; lemon; bell pepper; cucumber; carrot,5,"te i'a ota, tahitian marinated fish",0.375,3,5,medium,21.5,50,0.4,0.4,0.3588,5.2,3.0,0,0
dz4pix0bib5e1_jpeg.rf.732264e74b53e4c3ec2947f056b3eee6.jpg,10,egg; butter; tomato; sour cream; carrot; pineapple; lettuce; lime; bread; pickle,5,swiss chard frittata,0.4286,3,4,medium,28.8571,90,0.4444,0.4444,0.3996,4.8,3.2,0,0
0586_jpeg.rf.4261bffb70f2026c1db00e48960af25f.jpg,4,egg; butter; orange; lettuce,5,swiss chard frittata,0.4286,3,4,medium,28.8571,90,0.4286,0.4286,0.3262,5.0,2.4,0,0
DSC_5860_JPG_jpg.rf.3b69265fdaba32cc3564df40037b9fb3.jpg,7,lime; sweet potato; carrot; blueberry; tomato; chicken; mushroom,5,slow cooker chicken tinga tacos,0.4286,3,4,medium,28.8571,65,0.4286,0.4286,0.3619,5.0,2.8,0,0
